Chan	Prompt	Decay	Fit	Residuals
1610	0	9	0	0
1611	2	9	0	0
1612	1	20	0	0
1613	1	13	0	0
1614	1	15	0	0
1615	2	11	0	0
1616	0	8	0	0
1617	1	13	0	0
1618	1	16	0	0
1619	0	16	0	0
1620	0	10	0	0
1621	2	14	0	0
1622	1	11	0	0
1623	3	8	0	0
1624	3	10	0	0
1625	1	15	0	0
1626	0	7	0	0
1627	0	16	0	0
1628	0	6	0	0
1629	2	10	0	0
1630	0	13	0	0
1631	0	15	0	0
1632	1	15	0	0
1633	2	8	0	0
1634	1	8	0	0
1635	0	13	0	0
1636	1	9	0	0
1637	1	10	0	0
1638	2	13	0	0
1639	0	12	0	0
1640	1	9	0	0
1641	0	6	0	0
1642	0	6	0	0
1643	0	16	0	0
1644	0	10	0	0
1645	0	9	0	0
1646	0	13	0	0
1647	1	13	0	0
1648	1	14	0	0
1649	1	9	0	0
1650	1	9	0	0
1651	0	10	0	0
1652	2	10	0	0
1653	5	2	0	0
1654	2	7	0	0
1655	3	13	0	0
1656	1	9	0	0
1657	1	6	0	0
1658	1	11	0	0
1659	2	9	0	0
1660	1	8	0	0
1661	2	13	0	0
1662	1	9	0	0
1663	3	9	0	0
1664	0	8	0	0
1665	1	11	0	0
1666	0	9	0	0
1667	1	9	0	0
1668	0	9	0	0
1669	1	6	0	0
1670	0	10	0	0
1671	2	7	0	0
1672	1	10	0	0
1673	3	7	0	0
1674	2	10	0	0
1675	0	6	0	0
1676	1	5	0	0
1677	2	11	0	0
1678	1	4	0	0
1679	0	6	0	0
1680	1	10	0	0
1681	1	6	0	0
1682	3	8	0	0
1683	0	7	0	0
1684	2	15	0	0
1685	2	7	0	0
1686	0	5	0	0
1687	3	12	0	0
1688	2	2	0	0
1689	1	15	0	0
1690	0	10	0	0
1691	1	9	0	0
1692	0	11	0	0
1693	1	13	0	0
1694	1	9	0	0
1695	0	11	0	0
1696	1	5	0	0
1697	0	5	0	0
1698	2	12	0	0
1699	0	8	0	0
1700	1	8	0	0
1701	0	8	0	0
1702	0	5	0	0
1703	1	6	0	0
1704	3	10	0	0
1705	1	10	0	0
1706	1	16	0	0
1707	2	10	0	0
1708	1	4	0	0
1709	1	6	0	0
1710	0	5	0	0
1711	1	8	0	0
1712	0	12	0	0
1713	0	8	0	0
1714	0	10	0	0
1715	0	4	0	0
1716	0	12	0	0
1717	1	9	0	0
1718	1	5	0	0
1719	2	4	0	0
1720	2	8	0	0
1721	0	4	0	0
1722	0	5	0	0
1723	0	7	0	0
1724	0	7	0	0
1725	1	7	0	0
1726	2	5	0	0
1727	2	6	0	0
1728	0	12	0	0
1729	0	5	0	0
1730	2	10	0	0
1731	0	5	0	0
1732	1	5	0	0
1733	1	4	0	0
1734	0	7	0	0
1735	2	6	0	0
1736	1	3	0	0
1737	1	5	0	0
1738	3	4	0	0
1739	3	3	0	0
1740	1	8	0	0
1741	0	6	0	0
1742	2	8	0	0
1743	3	4	0	0
1744	1	6	0	0
1745	1	4	0	0
1746	2	7	0	0
1747	0	5	0	0
1748	1	8	0	0
1749	0	7	0	0
1750	0	8	0	0
1751	1	4	0	0
1752	0	8	0	0
1753	1	4	0	0
1754	2	8	0	0
1755	0	4	0	0
1756	1	5	0	0
1757	3	5	0	0
1758	1	4	0	0
1759	1	11	0	0
1760	0	8	0	0
1761	3	6	0	0
1762	4	9	0	0
1763	2	5	0	0
1764	1	10	0	0
1765	0	6	0	0
1766	0	6	0	0
1767	3	6	0	0
1768	1	3	0	0
1769	1	3	0	0
1770	1	9	0	0
1771	0	2	0	0
1772	2	9	0	0
1773	1	8	0	0
1774	1	4	0	0
1775	0	3	0	0
1776	0	10	0	0
1777	1	6	0	0
1778	0	3	0	0
1779	1	3	0	0
1780	1	4	0	0
1781	1	2	0	0
1782	1	10	0	0
1783	0	7	0	0
1784	0	4	0	0
1785	0	6	0	0
1786	1	6	0	0
1787	0	7	0	0
1788	1	3	0	0
1789	1	6	0	0
1790	0	10	0	0
1791	1	3	0	0
1792	1	8	0	0
1793	1	3	0	0
1794	0	4	0	0
1795	2	2	0	0
1796	0	8	0	0
1797	1	6	0	0
1798	0	7	0	0
1799	1	7	0	0
1800	2	4	0	0
1801	4	7	0	0
1802	1	4	0	0
1803	1	5	0	0
1804	2	2	0	0
1805	0	5	0	0
1806	0	2	0	0
1807	1	6	0	0
1808	0	6	0	0
1809	1	3	0	0
1810	0	7	0	0
1811	1	4	0	0
1812	1	4	0	0
1813	2	5	0	0
1814	3	10	0	0
1815	3	4	0	0
1816	1	3	0	0
1817	3	6	0	0
1818	2	13	0	0
1819	0	4	0	0
1820	1	3	0	0
1821	0	7	0	0
1822	0	5	0	0
1823	0	7	0	0
1824	0	7	0	0
1825	0	9	0	0
1826	1	5	0	0
1827	0	5	0	0
1828	0	3	0	0
1829	0	2	0	0
1830	1	7	0	0
1831	0	4	0	0
1832	0	8	0	0
1833	1	6	0	0
1834	1	3	0	0
1835	1	1	0	0
1836	1	7	0	0
1837	0	4	0	0
1838	0	4	0	0
1839	3	5	0	0
1840	1	3	0	0
1841	3	4	0	0
1842	2	6	0	0
1843	0	2	0	0
1844	1	7	0	0
1845	0	2	0	0
1846	2	8	0	0
1847	0	6	0	0
1848	1	8	0	0
1849	1	5	0	0
1850	3	5	0	0
1851	1	6	0	0
1852	2	4	0	0
1853	2	4	0	0
1854	1	5	0	0
1855	3	6	0	0
1856	0	6	0	0
1857	1	3	0	0
1858	2	1	0	0
1859	3	9	0	0
1860	1	8	0	0
1861	0	4	0	0
1862	0	6	0	0
1863	2	3	0	0
1864	0	8	0	0
1865	2	1	0	0
1866	3	6	0	0
1867	0	6	0	0
1868	0	11	0	0
1869	1	6	0	0
1870	1	1	0	0
1871	2	4	0	0
1872	0	5	0	0
1873	1	2	0	0
1874	0	4	0	0
1875	1	5	0	0
1876	2	6	0	0
1877	1	5	0	0
1878	1	5	0	0
1879	0	8	0	0
1880	1	7	0	0
1881	1	9	0	0
1882	2	4	0	0
1883	4	7	0	0
1884	1	3	0	0
1885	2	5	0	0
1886	1	5	0	0
1887	0	8	0	0
1888	1	6	0	0
1889	1	3	0	0
1890	2	2	0	0
1891	1	4	0	0
1892	0	6	0	0
1893	3	4	0	0
1894	1	4	0	0
1895	0	4	0	0
1896	1	2	0	0
1897	3	3	0	0
1898	0	3	0	0
1899	3	7	0	0
1900	2	0	0	0
1901	2	8	0	0
1902	0	3	0	0
1903	1	4	0	0
1904	2	7	0	0
1905	0	6	0	0
1906	1	7	0	0
1907	1	6	0	0
1908	3	5	0	0
1909	1	3	0	0
1910	4	9	0	0
1911	1	4	0	0
1912	3	4	0	0
1913	1	4	0	0
1914	2	7	0	0
1915	0	5	0	0
1916	1	4	0	0
1917	2	1	0	0
1918	2	7	0	0
1919	1	0	0	0
1920	0	4	0	0
1921	2	4	0	0
1922	3	6	0	0
1923	0	3	0	0
1924	1	5	0	0
1925	1	6	0	0
1926	1	1	0	0
1927	0	5	0	0
1928	2	4	0	0
1929	1	6	0	0
1930	0	2	0	0
1931	1	6	0	0
1932	1	8	0	0
1933	3	2	0	0
1934	0	7	0	0
1935	1	4	0	0
1936	1	2	0	0
1937	0	8	0	0
1938	3	4	0	0
1939	1	2	0	0
1940	2	3	0	0
1941	1	3	0	0
1942	1	4	0	0
1943	1	4	0	0
1944	1	2	0	0
1945	2	6	0	0
1946	2	5	0	0
1947	1	2	0	0
1948	1	4	0	0
1949	0	4	0	0
1950	1	2	0	0
1951	1	2	0	0
1952	1	2	0	0
1953	2	2	0	0
1954	2	2	0	0
1955	1	2	0	0
1956	0	3	0	0
1957	2	3	0	0
1958	1	3	0	0
1959	0	7	0	0
1960	2	3	0	0
1961	2	5	0	0
1962	2	2	0	0
1963	0	4	0	0
1964	0	3	0	0
1965	2	2	0	0
1966	1	4	0	0
1967	4	5	0	0
1968	0	5	0	0
1969	1	3	0	0
1970	0	3	0	0
1971	2	5	0	0
1972	3	3	0	0
1973	1	4	0	0
1974	0	1	0	0
1975	2	5	0	0
1976	1	4	0	0
1977	0	7	0	0
1978	2	1	0	0
1979	1	2	0	0
1980	1	5	0	0
1981	1	3	0	0
1982	0	3	0	0
1983	1	4	0	0
1984	0	3	0	0
1985	2	1	0	0
1986	1	3	0	0
1987	0	8	0	0
1988	1	4	0	0
1989	1	4	0	0
1990	5	4	0	0
1991	1	3	0	0
1992	3	5	0	0
1993	1	4	0	0
1994	1	3	0	0
1995	1	5	0	0
1996	2	5	0	0
1997	2	6	0	0
1998	1	3	0	0
1999	1	3	0	0
2000	1	5	0	0
2001	0	2	0	0
2002	5	5	0	0
2003	1	4	0	0
2004	3	2	0	0
2005	2	5	0	0
2006	2	2	0	0
2007	2	5	0	0
2008	1	3	0	0
2009	1	4	0	0
2010	5	1	0	0
2011	4	3	0	0
2012	2	2	0	0
2013	3	5	0	0
2014	0	2	0	0
2015	1	7	0	0
2016	0	6	0	0
2017	1	5	0	0
2018	2	4	0	0
2019	4	4	0	0
2020	1	1	0	0
2021	2	5	0	0
2022	2	4	0	0
2023	2	6	0	0
2024	1	5	0	0
2025	2	1	0	0
2026	4	4	0	0
2027	3	4	0	0
2028	3	5	0	0
2029	1	2	0	0
2030	1	5	0	0
2031	0	0	0	0
2032	0	4	0	0
2033	2	1	0	0
2034	0	3	0	0
2035	2	3	0	0
2036	1	4	0	0
2037	1	4	0	0
2038	2	2	0	0
2039	3	7	0	0
2040	1	5	0	0
2041	1	2	0	0
2042	2	4	0	0
2043	4	4	0	0
2044	0	3	0	0
2045	1	3	0	0
2046	2	4	0	0
