index,MOF90,MOF170,MOF230
658,0.832104953474552,0.893129753502971,0.771350807229743
659,0.800193682200563,0.856171508752885,0.735325343900838
660,0.768890088658055,0.832684102236238,0.696613822418077
661,0.733477945930553,0.798592380469878,0.659382154571174
662,0.699388800059011,0.77322047212636,0.619070357749893
663,0.664022509367709,0.736464627011815,0.58395344662754
664,0.628864091544044,0.709028295383267,0.546992896580095
665,0.594013169706875,0.669560748597805,0.511500858406111
666,0.55734386340611,0.637899470458711,0.47759449680737
667,0.523311822947223,0.612860787870656,0.444561655435713
668,0.490849720094976,0.584134598095257,0.414049234616782
669,0.458531028323853,0.549604729114873,0.385998107443264
670,0.4294542913977,0.524452115997387,0.358846744432852
671,0.40221684712476,0.500714698084771,0.334668586898851
672,0.376990681644338,0.484765314211693,0.312279221458906
673,0.354159422374379,0.45284178723385,0.293194446091434
674,0.333586842310189,0.434321162894669,0.274295142126656
675,0.315255618764391,0.410169282468018,0.258184770307408
676,0.299886964349196,0.392507266278002,0.244522804031807
677,0.286146432406381,0.382368130231737,0.232564524068431
678,0.273533145203348,0.366921330779864,0.222327814823845
679,0.263741732097742,0.357889254020492,0.213630123854101
680,0.253564253558967,0.345292659202094,0.205400467744264
681,0.2463120852358,0.33377055459971,0.197415357049957
682,0.239447452324629,0.323547392889836,0.193055778341646
683,0.233643736896188,0.316124759715203,0.188630858599898
684,0.228953910689745,0.305929065187632,0.184111433288825
685,0.225171881362808,0.302685970885579,0.18063821548528
686,0.222343801488498,0.295877786312486,0.177297022547343
687,0.220035971947406,0.287974563681602,0.174801982478456
688,0.217790782535976,0.284496596460818,0.173009399964256
689,0.216593359087017,0.271054702953621,0.172116994767975
690,0.216245639500855,0.279961310664067,0.170273742936192
691,0.215813997203183,0.268521024837308,0.171546794374156
692,0.217596587732553,0.260451617356352,0.171953175118159
693,0.219777698530229,0.26332835668779,0.172958276449898
694,0.222643353325706,0.255714279374412,0.175544408732222
695,0.226816789878165,0.257903066253084,0.179723373450802
696,0.23310456915753,0.253857672631799,0.184427744698413
697,0.240490841787389,0.252729629053194,0.190829099261482
698,0.248281012429714,0.260159419654812,0.196123782432038
699,0.258299298510379,0.255218562503018,0.203535998859343
700,0.267418342601741,0.259470355712893,0.211226293527907
701,0.277985478659893,0.264223909972116,0.219042976006134
702,0.287733639545124,0.27038872384444,0.227010760456141
703,0.29724875739371,0.273615229277731,0.234667502086581
704,0.30739743323332,0.275111818624616,0.241363732541112
705,0.315980645359364,0.279788531045396,0.249714998887307
706,0.324764157204004,0.281496242992686,0.256249416385863
707,0.332655105387559,0.286989386307865,0.262532620721079
708,0.339255644036989,0.294039366911386,0.267993386586249
709,0.345372405907867,0.293430558972737,0.27500833564699
710,0.351955877370537,0.293749089740414,0.278009943241025
711,0.356706113219908,0.296927397373645,0.280522833000531
712,0.360813204986741,0.296224837424209,0.285302172244607
713,0.363694028413048,0.305111519787144,0.288226829610803
714,0.364161779351672,0.303918280493607,0.287638073326893
715,0.364676462828065,0.301991395506154,0.288078162299815
716,0.362654519701262,0.301250147387333,0.285144409412099
717,0.357872887492729,0.301583951640092,0.282524694453351
718,0.351212036801235,0.299591560947631,0.276206649686525
719,0.341878557055853,0.298258353466749,0.268870509599053
720,0.331672626526267,0.288004518326851,0.260296810674064
721,0.31742406680873,0.284055960023969,0.247887974326254
722,0.303525477149623,0.272543289377475,0.238521872872395
723,0.289287601688455,0.262595839578992,0.223929223599401
724,0.272726386482464,0.259477494786857,0.210574375418103
725,0.255970710154499,0.248278271875309,0.199054299246627
726,0.239843362236664,0.241574905179341,0.18533282326256
727,0.223363631042549,0.227433641628696,0.172396207540349
728,0.208273919751059,0.218518551553957,0.159341633348541
729,0.19306780269716,0.209944351506755,0.148362927668657
730,0.178232527868012,0.198052095875235,0.137838522659717
731,0.165148953472249,0.188803691045449,0.126971689428646
732,0.151943599217394,0.185697049195768,0.115889907422742
733,0.139903663645658,0.171491348186533,0.106423835226114
734,0.128232630848186,0.168864640615376,0.0983619527930192
735,0.118557289349847,0.159031627437179,0.0900953043959859
736,0.108726409801899,0.147710866291659,0.0827952926385691
737,0.100914571093284,0.147179675543761,0.076116386646955
738,0.092246077138676,0.139740784860399,0.0697616512920293
739,0.0847478511135664,0.134338316533671,0.0639325331743889
740,0.0778191253876606,0.128911771808221,0.059380585180417
741,0.0714649249423726,0.125725563073516,0.054244174149831
742,0.0659260535382521,0.117929019517269,0.04977931080267
743,0.0606319785186066,0.114653163563319,0.0458356976092421
744,0.0559513013107225,0.109867023640076,0.0424131953551005
745,0.0512786714633514,0.102852152869563,0.0384513007870417
746,0.0471828011389407,0.103212008356443,0.0355336353945436
747,0.0434743095995921,0.0980146518898636,0.0331192171258813
748,0.0402411653483105,0.0938173762047366,0.0300318199651223
749,0.0370425038354687,0.0914386968975787,0.0281655738622627
750,0.0346357260281513,0.0852492417054439,0.0263090803590849
751,0.0325386570408719,0.0857362104708499,0.0245101533551241
752,0.0299604664871173,0.0806352679574128,0.0224260268385974
753,0.0279220945657338,0.0787875277354884,0.0215066771174822
754,0.0264608766853941,0.0766354177361701,0.0197155588026218
755,0.0248080304581142,0.0730683807877908,0.0183664109526963
756,0.0234779057581656,0.071808627881529,0.0173410577692801
757,0.0218244494098096,0.0695814774054011,0.0164554658191925
758,0.0209716327964963,0.065496392986651,0.0155550172119422
759,0.0199574583761376,0.0652235934232232,0.0148022793265782
760,0.0188213776594048,0.0655306186062799,0.0141904816420665
761,0.0180227706401218,0.0627713881406488,0.0135457451041131
762,0.0171430554000235,0.0610411655839249,0.0126298869374272
763,0.0163802960394345,0.0583866841087347,0.0120339332596112
764,0.0156358434198241,0.0589263537011687,0.0117995863367652
765,0.0152550794493998,0.0555098766448471,0.0113095917269205
766,0.0147249719225951,0.0546196429712405,0.0107117920024218
767,0.0141650375763819,0.0549888542251097,0.0104158293265443
768,0.0137594039680366,0.0517303969355696,0.0101655971165878
769,0.0131872498557359,0.0517271044537894,0.00985776185397861
770,0.0129876601549996,0.0522015300603305,0.00966596130667194
771,0.0127411607410945,0.0487212310001677,0.00938911431024016
772,0.0124026892136936,0.0473792744076522,0.00913165927607083
773,0.0120559004213892,0.0470670362122472,0.00909742500590296
774,0.0118345902088943,0.045316430488119,0.00881813978591085
775,0.0115280969937599,0.0448040842707514,0.00857179479397152
776,0.0113683064008403,0.0438593031544574,0.00812761797993646
777,0.0109820756674135,0.0428798725391605,0.00822564049191612
778,0.0107749032481428,0.0421602965732429,0.00806752940587826
779,0.0107157517276649,0.0417309012363754,0.0077153709986442
780,0.0106269403146144,0.0398544785101464,0.00770601014911671
