A,Perileno,Pyn,PynMOF,Peaks
2,202.86,97.1794,78.4532,91.1793,
2,201.92,97.1056,78.5625,91.1113,
2,200.99,97.1111,78.7264,91.128,
2,200.06,97.264,78.8296,91.2403,
2,199.13,97.4219,78.8322,91.2693,
2,198.2,97.4677,78.859,91.2973,
2,197.27,97.3806,78.9492,91.3362,
2,196.33,97.3373,79.1125,91.3662,
2,195.4,97.3251,79.2051,91.4079,
2,194.47,97.369,79.2585,91.4971,
2,193.54,97.4622,79.3286,91.5559,
2,192.61,97.4779,79.3809,91.6049,
2,191.67,97.4519,79.4889,91.6187,
2,190.74,97.4605,79.6742,91.6223,
2,189.81,97.5573,79.7481,91.653,
2,188.88,97.6219,79.8216,91.8119,
2,187.95,97.6906,79.9609,91.9014,
2,187.02,97.6262,80.0396,91.9566,
2,186.08,97.552,80.1194,92.0881,
2,185.15,97.689,80.3221,92.1491,
2,184.22,97.749,80.4421,92.1869,
2,183.29,97.6582,80.5461,92.2057,
2,182.36,97.4881,80.6809,92.1992,
2,181.42,97.5621,80.7537,92.2498,
2,180.49,97.6484,80.7997,92.339,
2,179.56,97.5651,80.8817,92.4395,
2,178.63,97.5891,80.8503,92.354,
2,177.7,97.5615,80.8588,92.3207,
2,176.77,97.4042,80.9897,92.4052,
2,175.83,97.3262,81.1534,92.4501,
2,174.9,97.297,81.2408,92.4818,
2,173.97,97.2521,81.186,92.5307,
2,173.04,97.2981,81.1295,92.5101,
2,172.11,97.3591,81.2231,92.4872,
2,171.17,97.487,81.3427,92.5311,
2,170.24,97.5388,81.4867,92.6326,
2,169.31,97.3993,81.5652,92.6958,
2,168.38,97.335,81.8243,92.8188,
2,167.45,97.3735,82.1894,92.9241,
2,166.52,97.3739,82.3736,92.9309,
2,165.58,97.5028,82.527,92.9762,
2,164.65,97.7795,82.8161,93.1426,
2,163.72,97.8845,83.038,93.2348,
2,162.79,98.0082,83.2699,93.2647,
2,161.86,98.1506,83.7464,93.5036,
2,160.92,98.1008,84.0354,93.7852,
2,159.99,98.0271,83.9367,93.8472,
2,159.06,97.9268,83.7824,93.8439,
2,158.13,97.7912,83.5276,93.68,
2,157.2,97.716,83.2544,93.6665,
2,156.26,97.624,82.9552,93.766,
2,155.33,97.4704,82.5228,93.5716,
2,154.4,97.4547,82.2118,93.2709,
2,153.47,97.5109,82.0673,93.1927,
2,152.54,97.5051,81.8372,93.0589,
2,151.61,97.4098,81.545,92.8488,
2,150.67,97.279,81.2283,92.6944,
2,149.74,97.186,80.9466,92.6013,
2,148.81,97.0597,80.8042,92.5638,
2,147.88,97.162,80.7352,92.4313,
2,146.95,97.3738,80.501,92.2122,
2,146.01,97.3162,80.2782,92.0656,
2,145.08,97.1863,80.1456,91.9702,
2,144.15,97.1271,79.9495,91.9314,
2,143.22,97.1192,79.7786,91.7949,
2,142.29,97.2696,79.632,91.6052,
2,141.36,97.3613,79.4852,91.5285,
2,140.42,97.2218,79.3893,91.4908,
2,139.49,97.1579,79.2384,91.4093,
2,138.56,97.2192,79.0633,91.3503,
2,137.63,97.2183,78.9442,91.3031,
2,136.7,97.0708,78.7683,91.1836,
2,135.76,96.8536,78.5417,91.0694,
2,134.83,96.7292,78.4018,91.0312,
2,133.9,96.7601,78.2721,90.9247,
2,132.97,96.8489,78.104,90.7518,
2,132.04,96.7989,77.968,90.64,
2,131.11,96.6822,77.8642,90.5703,
2,130.17,96.6798,77.7257,90.4843,
2,129.24,96.6881,77.5872,90.4186,
2,128.31,96.7024,77.4568,90.3561,
2,127.38,96.7884,77.3716,90.2778,
2,126.45,96.8225,77.2694,90.2145,
2,125.51,96.7002,77.1836,90.1885,
2,124.58,96.6154,77.1498,90.1189,
2,123.65,96.7415,77.0809,90.0547,
2,122.72,96.8021,76.9631,89.9909,
2,121.79,96.7452,76.8703,89.9231,
2,120.86,96.6788,76.8643,89.9312,
2,119.92,96.6521,76.9021,89.9566,
2,118.99,96.7155,76.904,89.9414,
2,118.06,96.7447,76.864,89.9272,
2,117.13,96.7709,76.8275,89.8912,
2,116.2,96.8918,76.8128,89.8644,
2,115.26,96.9231,76.8266,89.9076,
2,114.33,96.8563,76.8759,89.9396,
2,113.4,96.8627,76.8936,89.9141,
2,112.47,96.8859,76.9109,89.9087,
2,111.54,96.9167,76.958,89.9128,
2,110.61,97.0166,76.991,89.9277,
2,109.67,97.1297,77.027,89.9517,
2,108.74,97.1742,77.0205,89.9533,
2,107.81,97.1185,77.0292,89.9305,
2,106.88,97.0913,77.0573,89.9114,
2,105.95,97.1574,77.0577,89.8908,
2,105.01,97.1791,77.0729,89.9193,
2,104.08,97.0835,77.1036,89.9486,
2,103.15,97.0305,77.1481,89.9224,
2,102.22,97.0471,77.2039,89.9361,
2,101.29,97.001,77.2125,89.9586,
2,100.35,96.9958,77.2157,89.9235,
2,099.42,97.008,77.2325,89.9416,
2,098.49,97.0017,77.2793,89.9681,
2,097.56,96.9561,77.3164,89.9665,
2,096.63,96.9333,77.3232,90.0324,
2,095.7,96.945,77.3093,90.0952,
2,094.76,96.9481,77.2605,90.0259,
2,093.83,96.9742,77.2812,89.9748,
2,092.9,96.9514,77.326,90.0549,
2,091.97,96.9298,77.3009,90.0466,
2,091.04,96.97,77.2776,89.9533,
2,090.1,97.0102,77.3195,89.9724,
2,089.17,97.0275,77.3545,90.0294,
2,088.24,97.0231,77.3468,90.0524,
2,087.31,96.99,77.3708,90.0675,
2,086.38,97.0109,77.4368,90.0964,
2,085.45,97.132,77.4828,90.1068,
2,084.51,97.1956,77.5018,90.1397,
2,083.58,97.2546,77.5259,90.1685,
2,082.65,97.3239,77.599,90.2073,
2,081.72,97.3301,77.7025,90.2937,
2,080.79,97.3085,77.7839,90.3473,
2,079.85,97.2931,77.8633,90.3758,
2,078.92,97.307,77.9348,90.4004,
2,077.99,97.3211,77.9799,90.3876,
2,077.06,97.2906,78.0347,90.3722,
2,076.13,97.3792,78.1208,90.4205,
2,075.2,97.4699,78.1691,90.4716,
2,074.26,97.4552,78.2274,90.4965,
2,073.33,97.4092,78.3849,90.5802,
2,072.4,97.4506,78.4805,90.684,
2,071.47,97.4747,78.4804,90.7941,
2,070.54,97.4794,78.6182,90.8409,
2,069.6,97.5069,78.7495,90.8452,
2,068.67,97.4815,78.7863,90.8617,
2,067.74,97.5349,78.8557,90.9139,
2,066.81,97.597,78.9254,91.0351,
2,065.88,97.5739,78.9799,91.13,
2,064.95,97.553,79.0672,91.217,
2,064.01,97.4386,79.1567,91.2394,
2,063.08,97.3517,79.204,91.1805,
2,062.15,97.375,79.2331,91.1531,
2,061.22,97.3804,79.3868,91.2049,
2,060.29,97.3469,79.4528,91.2826,
2,059.35,97.2887,79.4594,91.3361,
2,058.42,97.2809,79.6063,91.3624,
2,057.49,97.2815,79.737,91.3219,
2,056.56,97.2886,79.8353,91.3379,
2,055.63,97.1867,79.8354,91.4249,
2,054.69,97.0636,79.8438,91.4537,
2,053.76,97.0978,80.0211,91.447,
2,052.83,97.2494,80.2361,91.4343,
2,051.9,97.3831,80.3625,91.408,
2,050.97,97.4097,80.5298,91.4277,
2,050.04,97.2731,80.7024,91.5476,
2,049.1,97.3215,80.7868,91.6518,
2,048.17,97.4184,80.929,91.7239,
2,047.24,97.4724,81.1811,91.852,
2,046.31,97.6234,81.564,92,
2,045.38,97.7781,81.8376,92.1405,
2,044.44,97.8886,81.9561,92.301,
2,043.51,97.9543,82.0385,92.3795,
2,042.58,97.9558,82.1736,92.4501,
2,041.65,97.9078,82.2495,92.6652,
2,040.72,97.9343,82.3295,92.8498,
2,039.79,97.8426,82.5586,92.9129,
2,038.85,97.7567,82.7243,92.9606,
2,037.92,97.9091,82.8804,92.9794,
2,036.99,97.9903,83.1196,93.0548,
2,036.06,97.8353,83.2169,93.1464,
2,035.13,97.5583,83.2879,93.0976,
2,034.19,97.3949,83.4143,92.9724,
2,033.26,97.3964,83.5462,92.9124,
2,032.33,97.3182,83.6153,92.945,
2,031.4,97.2526,83.5725,92.9762,
2,030.47,97.4037,83.5703,92.9584,
2,029.54,97.5888,83.6511,92.8909,
2,028.6,97.5537,83.6142,92.9105,
2,027.67,97.3854,83.561,93.0774,
2,026.74,97.4005,83.5605,93.1622,
2,025.81,97.4561,83.5771,93.2283,
2,024.88,97.3025,83.5527,93.2443,
2,023.94,97.2372,83.5975,93.141,
2,023.01,97.3571,83.6435,93.126,
2,022.08,97.5239,83.6276,93.2207,
2,021.15,97.5564,83.6616,93.3136,
2,020.22,97.5007,83.7131,93.3098,
2,019.29,97.56,83.6548,93.2893,
2,018.35,97.6515,83.604,93.1367,
2,017.42,97.6083,83.6084,93.0667,
2,016.49,97.5716,83.6085,93.1449,
2,015.56,97.567,83.5608,93.2164,
2,014.63,97.467,83.4658,93.2936,
2,013.69,97.4058,83.4966,93.2892,
2,012.76,97.5721,83.5282,93.3189,
2,011.83,97.7619,83.4837,93.3912,
2,010.9,97.8721,83.4836,93.4138,
2,009.97,97.8212,83.4289,93.3379,
2,009.04,97.6937,83.4101,93.2492,
2,008.1,97.6247,83.4161,93.1654,
2,007.17,97.5361,83.3143,93.1065,
2,006.24,97.4666,83.144,93.1178,
2,005.31,97.4683,82.9689,93.0887,
2,004.38,97.4767,82.7974,92.9732,
2,003.44,97.6004,82.6654,92.9413,
2,002.51,97.6945,82.6514,92.9095,
2,001.58,97.6242,82.6145,92.8212,
2,000.65,97.6067,82.5582,92.7693,
1,999.72,97.4837,82.5547,92.8062,
1,998.78,97.3724,82.4641,92.8433,
1,997.85,97.4671,82.4171,92.8356,
1,996.92,97.5071,82.5053,92.7797,
1,995.99,97.6279,82.5882,92.7739,
1,995.06,97.826,82.6194,92.8589,
1,994.13,97.7954,82.5789,92.889,
1,993.19,97.3773,82.4908,92.6623,
1,992.26,97.1583,82.5165,92.521,
1,991.33,97.2275,82.5571,92.6549,
1,990.4,97.2136,82.5191,92.7878,
1,989.47,97.2043,82.5001,92.8077,
1,988.53,97.3695,82.6062,92.8773,
1,987.6,97.4775,82.7367,92.8909,
1,986.67,97.4421,82.7779,92.8509,
1,985.74,97.5091,82.8077,92.8646,
1,984.81,97.543,82.9828,92.8998,
1,983.88,97.4784,83.2103,92.8806,
1,982.94,97.5287,83.3203,93.007,
1,982.01,97.6268,83.5104,93.2165,
1,981.08,97.6657,83.8049,93.3442,
1,980.15,97.8451,84.0623,93.3802,
1,979.22,98.0439,84.2509,93.4369,
1,978.28,97.9923,84.4243,93.538,
1,977.35,97.8174,84.5525,93.6154,
1,976.42,97.6129,84.6434,93.659,
1,975.49,97.404,84.6628,93.7005,
1,974.56,97.3141,84.482,93.7993,
1,973.63,97.353,84.333,93.7279,
1,972.69,97.348,84.3703,93.4927,
1,971.76,97.1408,84.3097,93.4656,
1,970.83,97.1357,84.1202,93.4601,
1,969.9,97.1741,84.0431,93.4124,
1,968.97,97.1053,84.0326,93.3491,
1,968.03,96.9109,83.9741,93.2327,
1,967.1,96.8859,83.8523,93.1371,
1,966.17,97.0757,83.6803,93.1207,
1,965.24,97.2994,83.5424,93.1115,
1,964.31,97.4098,83.4506,93.1362,
1,963.38,97.5249,83.3159,93.2042,
1,962.44,97.546,83.179,93.152,
1,961.51,97.3998,83.0802,93.037,
1,960.58,97.2404,83.0456,92.9589,
1,959.65,97.0981,82.9735,92.8959,
1,958.72,97.1389,82.8791,92.7779,
1,957.78,97.2242,82.7291,92.5914,
1,956.85,97.2378,82.6032,92.5356,
1,955.92,97.2542,82.442,92.5329,
1,954.99,97.2786,82.3059,92.4391,
1,954.06,97.1738,82.1886,92.2901,
1,953.13,96.952,82.084,92.1884,
1,952.19,96.7504,82.0501,92.1055,
1,951.26,96.6048,81.9724,91.9808,
1,950.33,96.5856,81.8671,91.9154,
1,949.4,96.5823,81.8332,91.8832,
1,948.47,96.5922,81.7259,91.8734,
1,947.53,96.6868,81.6064,91.8114,
1,946.6,96.8242,81.5178,91.8002,
1,945.67,97.0532,81.5097,91.9459,
1,944.74,97.2481,81.4342,91.8628,
1,943.81,96.9655,81.2193,91.4984,
1,942.87,96.7765,81.1935,91.5646,
1,941.94,97.0222,81.1984,91.8343,
1,941.01,97.2613,81.1825,91.9107,
1,940.08,97.3874,81.1503,91.8523,
1,939.15,97.4302,81.0118,91.7877,
1,938.22,97.426,80.8859,91.7974,
1,937.28,97.3509,80.8256,91.7849,
1,936.35,97.331,80.7449,91.7943,
1,935.42,97.4258,80.6816,91.8142,
1,934.49,97.458,80.6085,91.78,
1,933.56,97.4697,80.5139,91.755,
1,932.62,97.5162,80.4853,91.7512,
1,931.69,97.4912,80.4275,91.695,
1,930.76,97.4329,80.4033,91.6904,
1,929.83,97.3518,80.3743,91.7468,
1,928.9,97.293,80.3713,91.7271,
1,927.97,97.2512,80.3752,91.6098,
1,927.03,97.2178,80.3352,91.516,
1,926.1,97.222,80.2756,91.4784,
1,925.17,97.2022,80.2205,91.3884,
1,924.24,96.9873,80.0341,91.2054,
1,923.31,96.8491,79.9488,91.1762,
1,922.37,96.9413,80.0714,91.287,
1,921.44,97.1587,80.1483,91.3374,
1,920.51,97.3115,80.065,91.2972,
1,919.58,97.138,79.7346,91.0239,
1,918.65,96.8376,79.597,90.9608,
1,917.72,96.9871,79.8939,91.2812,
1,916.78,97.1606,80.0264,91.3744,
1,915.85,97.2886,80.0352,91.3874,
1,914.92,97.3923,79.998,91.4118,
1,913.99,97.3987,80.0175,91.4954,
1,913.06,97.4758,80.0153,91.6271,
1,912.12,97.5811,79.9582,91.6619,
1,911.19,97.5377,79.8805,91.5489,
1,910.26,97.5353,79.9165,91.5929,
1,909.33,97.5922,79.9375,91.6156,
1,908.4,97.5879,79.9973,91.615,
1,907.47,97.622,80.1021,91.6956,
1,906.53,97.6352,80.1109,91.7763,
1,905.6,97.6387,80.1367,91.7991,
1,904.67,97.6157,80.1998,91.8345,
1,903.74,97.6441,80.1876,91.8369,
1,902.81,97.6568,80.2023,91.8014,
1,901.87,97.6696,80.2489,91.7725,
1,900.94,97.6924,80.2849,91.8231,
1,900.01,97.7148,80.332,91.8993,
1,899.08,97.7651,80.3745,91.9735,
1,898.15,97.8633,80.3838,91.9831,
1,897.21,97.9127,80.3681,91.9172,
1,896.28,97.8583,80.3383,91.8653,
1,895.35,97.9472,80.4653,91.989,
1,894.42,98.0802,80.5721,92.1288,
1,893.49,98.1104,80.5979,92.2339,
1,892.56,98.1986,80.6503,92.2576,
1,891.62,98.2423,80.5809,92.181,
1,890.69,98.005,80.4231,91.9887,
1,889.76,97.8652,80.586,92.0652,
1,888.83,98.0746,80.8189,92.2059,
1,887.9,98.1508,80.9001,92.2627,
1,886.96,98.1343,80.9369,92.316,
1,886.03,98.0571,80.9297,92.2938,
1,885.1,98.0003,80.9303,92.259,
1,884.17,97.9526,80.9534,92.3089,
1,883.24,97.8915,80.9671,92.3476,
1,882.31,97.8445,80.9857,92.3016,
1,881.37,97.8358,81.0055,92.2602,
1,880.44,97.7763,81.0149,92.2253,
1,879.51,97.7456,81.0384,92.1829,
1,878.58,97.6614,81.0431,92.1601,
1,877.65,97.5782,81.0538,92.1635,
1,876.71,97.5422,81.1112,92.1904,
1,875.78,97.5507,81.1643,92.203,
1,874.85,97.5486,81.1808,92.1903,
1,873.92,97.5006,81.1912,92.2213,
1,872.99,97.5363,81.2361,92.271,
1,872.06,97.6857,81.2158,92.233,
1,871.12,97.6673,81.0254,92.0087,
1,870.19,97.2213,80.7777,91.7341,
1,869.26,97.0005,80.8636,91.7939,
1,868.33,97.1274,81.1179,91.9505,
1,867.4,97.2382,81.3539,92.0963,
1,866.46,97.3595,81.5236,92.1868,
1,865.53,97.4746,81.6459,92.2776,
1,864.6,97.5543,81.7019,92.3435,
1,863.67,97.6118,81.705,92.4115,
1,862.74,97.6979,81.6962,92.4132,
1,861.81,97.7619,81.7341,92.4088,
1,860.87,97.8294,81.7801,92.4479,
1,859.94,97.8766,81.837,92.4948,
1,859.01,97.978,81.9042,92.5313,
1,858.08,98.0792,81.9644,92.6233,
1,857.15,98.2172,82.0217,92.7012,
1,856.21,98.3041,82.0895,92.778,
1,855.28,98.3755,82.1467,92.8181,
1,854.35,98.3956,82.1957,92.846,
1,853.42,98.4162,82.2419,92.89,
1,852.49,98.4318,82.3275,92.97,
1,851.56,98.4675,82.4488,93.0309,
1,850.62,98.494,82.511,93.0734,
1,849.69,98.4872,82.51,93.0224,
1,848.76,98.3263,82.5574,92.9666,
1,847.83,98.5156,82.7603,93.0653,
1,846.9,98.9128,82.7305,93.1333,
1,845.96,98.8037,82.3125,92.8947,
1,845.03,97.858,82.1121,92.5379,
1,844.1,97.8774,82.6967,92.8412,
1,843.17,98.2492,83.1794,93.0822,
1,842.24,98.2922,83.3834,93.1908,
1,841.3,98.385,83.5181,93.2941,
1,840.37,98.4795,83.5747,93.343,
1,839.44,98.5491,83.6105,93.3474,
1,838.51,98.4461,83.566,93.297,
1,837.58,98.325,83.5922,93.266,
1,836.65,98.3129,83.6961,93.2588,
1,835.71,98.2848,83.7861,93.2563,
1,834.78,98.1806,83.8823,93.2277,
1,833.85,98.1076,83.9932,93.1674,
1,832.92,98.2748,84.0239,93.1691,
1,831.99,98.3858,83.8257,93.0568,
1,831.05,97.8593,83.5238,92.7082,
1,830.12,97.4672,83.7427,92.6612,
1,829.19,97.744,84.2524,92.9489,
1,828.26,98.124,84.4949,93.1426,
1,827.33,98.3642,84.4244,93.1307,
1,826.4,98.051,84.2582,92.9355,
1,825.46,97.8204,84.5106,93.0676,
1,824.53,98.1039,84.8833,93.2949,
1,823.6,98.2629,85.0083,93.3441,
1,822.67,98.3892,85.1778,93.4656,
1,821.74,98.4791,85.3211,93.5601,
1,820.8,98.5093,85.4477,93.6294,
1,819.87,98.555,85.5345,93.6815,
1,818.94,98.458,85.6101,93.6973,
1,818.01,98.2607,85.7233,93.6593,
1,817.08,98.2343,85.9016,93.7028,
1,816.15,98.235,86.027,93.7153,
1,815.21,98.1377,86.108,93.7005,
1,814.28,98.0142,86.1352,93.6137,
1,813.35,97.8327,86.0914,93.4433,
1,812.42,97.5059,85.9936,93.1911,
1,811.49,96.9453,85.9411,92.9101,
1,810.55,96.6299,86.0761,92.798,
1,809.62,96.4296,86.1669,92.6043,
1,808.69,96.0285,86.1259,92.2839,
1,807.76,95.7657,86.1757,92.1001,
1,806.83,95.6328,86.2111,91.9499,
1,805.9,95.533,86.2669,91.8326,
1,804.96,95.4836,86.2832,91.7256,
1,804.03,95.3577,86.212,91.5642,
1,803.1,95.195,86.1663,91.3663,
1,802.17,95.2799,86.263,91.3844,
1,801.24,95.3094,86.3089,91.3733,
1,800.3,94.9693,86.3204,91.2714,
1,799.37,94.8734,86.4645,91.2571,
1,798.44,94.8138,86.466,91.0559,
1,797.51,94.2267,86.1542,90.521,
1,796.58,93.3785,85.7875,89.7951,
1,795.65,92.8737,85.499,89.1219,
1,794.71,92.5418,85.0472,88.5051,
1,793.78,91.4037,84.0664,87.3874,
1,792.85,90.4724,83.4841,86.5539,
1,791.92,90.1666,83.2083,85.9406,
1,790.99,89.8322,82.9368,85.3678,
1,790.05,89.6391,82.6287,84.7675,
1,789.12,89.1929,82.1297,84.0718,
1,788.19,88.7406,81.624,83.3856,
1,787.26,88.1948,81.0361,82.6515,
1,786.33,87.3502,80.1761,81.691,
1,785.39,86.1292,79.2922,80.6293,
1,784.46,85.1289,78.6644,79.6341,
1,783.53,83.983,77.9184,78.4264,
1,782.6,82.5655,76.9306,77.0231,
1,781.67,80.4301,75.6318,75.1161,
1,780.74,78.2524,74.5747,73.1309,
1,779.8,76.2673,73.637,71.0841,
1,778.87,74.4492,72.7477,69.1183,
1,777.94,72.8575,71.9362,67.3856,
1,777.01,71.1146,71.0253,65.7725,
1,776.08,69.4556,70.3691,64.3853,
1,775.14,68.6627,70.1347,63.4234,
1,774.21,67.5597,69.26,62.3616,
1,773.28,65.549,68.0767,61.3481,
1,772.35,64.267,67.911,61.0212,
1,771.42,63.8217,68.3934,61.0548,
1,770.49,64.0481,68.8585,61.0083,
1,769.55,63.9563,68.6191,60.7614,
1,768.62,63.8163,68.7313,61.0875,
1,767.69,64.5462,69.4916,61.7201,
1,766.76,65.2885,69.9995,62.0347,
1,765.83,65.8811,70.3585,62.3087,
1,764.89,66.4365,70.7301,62.5952,
1,763.96,66.9143,70.8401,62.6593,
1,763.03,66.6616,70.3828,62.4409,
1,762.1,66.3078,70.4105,62.6957,
1,761.17,66.5239,70.896,63.051,
1,760.24,66.3169,71.0063,62.9252,
1,759.3,65.84,70.9098,62.5373,
1,758.37,64.9532,70.4174,61.8546,
1,757.44,63.5383,69.9851,61.3324,
1,756.51,62.9208,70.255,61.4446,
1,755.58,62.8795,70.5459,61.8209,
1,754.64,63.2766,70.8032,62.5455,
1,753.71,64.1535,71.0338,63.2635,
1,752.78,65.024,70.6628,63.8262,
1,751.85,65.9409,70.4061,65.0819,
1,750.92,67.7824,70.8346,66.4506,
1,749.99,69.3367,70.6124,66.7602,
1,749.05,70.3794,70.1541,66.8123,
1,748.12,71.3272,69.8185,66.8794,
1,747.19,71.9175,69.5226,66.9202,
1,746.26,72.1729,69.339,66.9143,
1,745.33,71.9379,68.9822,66.6778,
1,744.39,71.1744,68.5092,66.4721,
1,743.46,70.7387,68.6218,66.9769,
1,742.53,71.1505,69.0727,67.6243,
1,741.6,71.7112,68.9577,67.8208,
1,740.67,72.0378,68.7408,68.5266,
1,739.73,73.1195,69.5503,70.2229,
1,738.8,74.4789,70.3959,71.5535,
1,737.87,75.2589,70.9282,72.2951,
1,736.94,75.872,71.2424,72.5497,
1,736.01,75.5635,70.5221,71.7881,
1,735.08,73.1465,69.1145,70.1477,
1,734.14,70.4035,69.0314,68.7175,
1,733.21,68.6095,69.619,67.306,
1,732.28,67.3017,69.6607,65.6353,
1,731.35,66.1285,68.973,64.02,
1,730.42,65.8313,68.5534,63.5822,
1,729.48,67.0419,68.6912,64.2575,
1,728.55,68.7786,68.7224,65.2656,
1,727.62,70.5327,68.7417,66.5507,
1,726.69,72.1608,68.8607,68.0508,
1,725.76,73.5833,68.9574,69.5208,
1,724.83,74.7477,68.9091,70.9514,
1,723.89,75.8227,68.966,72.5974,
1,722.96,76.9825,69.1407,74.3368,
1,722.03,78.0326,69.2659,75.9037,
1,721.1,79.0039,69.3347,77.0154,
1,720.17,79.5653,68.9055,77.1552,
1,719.23,79.3575,67.7229,76.841,
1,718.3,79.5661,67.0911,78.0774,
1,717.37,80.79,67.4665,79.9664,
1,716.44,81.9849,67.2749,80.9343,
1,715.51,82.3368,66.5643,81.7763,
1,714.58,82.9425,66.3375,83.0469,
1,713.64,83.5518,66.0706,83.9517,
1,712.71,83.9831,65.6375,84.4319,
1,711.78,84.0739,64.8767,84.5011,
1,710.85,83.9374,64.0128,84.4877,
1,709.92,84.0211,63.4037,84.5229,
1,708.98,84.2315,62.9181,84.3994,
1,708.05,84.1626,61.977,83.8649,
1,707.12,83.8156,60.8876,83.1364,
1,706.19,83.7836,60.1322,82.4872,
1,705.26,83.7736,59.1902,81.4061,
1,704.33,83.9344,58.8092,80.4344,
1,703.39,84.5069,58.957,79.6195,
1,702.46,84.7109,58.5346,78.6482,
1,701.53,83.2508,55.5569,76.4468,
1,700.6,82.0672,53.7887,74.4222,
1,699.67,83.5167,54.6567,73.9973,
1,698.73,84.6978,55.0927,73.3552,
1,697.8,85.201,54.5355,72.4407,
1,696.87,84.2142,51.9547,71.0483,
1,695.94,83.8656,51.1416,70.9685,
1,695.01,84.9126,51.673,71.2685,
1,694.08,85.4811,51.4844,71.0707,
1,693.14,85.6175,51.0783,70.8345,
1,692.21,85.662,50.6036,70.6328,
1,691.28,85.5486,49.873,70.4001,
1,690.35,85.5365,49.2451,70.3303,
1,689.42,85.5737,48.597,70.3915,
1,688.48,85.7774,48.2719,70.76,
1,687.55,86.3371,48.5718,71.1246,
1,686.62,86.7201,48.2414,70.6881,
1,685.69,85.7948,46.0462,69.4978,
1,684.76,85.1652,44.3752,70.1207,
1,683.82,86.2394,44.9679,72.4056,
1,682.89,87.5638,46.166,74.1788,
1,681.96,88.163,46.3947,74.9114,
1,681.03,88.0562,45.9742,75.4526,
1,680.1,88.1359,46.041,76.3487,
1,679.17,88.3718,46.2595,77.1108,
1,678.23,88.5759,46.5875,77.4648,
1,677.3,88.6406,46.4496,77.2896,
1,676.37,87.7682,44.8103,76.6133,
1,675.44,87.4562,44.722,77.1486,
1,674.51,88.4233,45.8889,77.9699,
1,673.57,88.923,46.3136,78.0097,
1,672.64,88.9377,46.1139,77.6324,
1,671.71,88.988,46.4632,77.3972,
1,670.78,89.0881,46.1932,76.7375,
1,669.85,88.5896,45.614,75.3509,
1,668.92,89.0609,46.5697,74.6384,
1,667.98,89.7396,47.5736,73.7955,
1,667.05,90.0281,48.1372,72.7518,
1,666.12,90.2096,48.6442,71.7353,
1,665.19,90.3885,49.1118,70.8438,
1,664.26,90.2017,48.7506,69.5959,
1,663.32,89.7439,48.546,68.257,
1,662.39,90.0571,49.3849,67.4642,
1,661.46,90.5141,50.1282,66.6739,
1,660.53,90.7427,50.611,65.8827,
1,659.6,90.8685,51.0196,65.172,
1,658.67,90.8651,51.3719,64.5318,
1,657.73,90.9609,51.8052,64.0159,
1,656.8,91.1874,52.237,63.5797,
1,655.87,91.3331,52.0623,62.867,
1,654.94,90.7972,50.7649,61.5822,
1,654.01,89.4732,48.7133,60.2458,
1,653.07,89.2918,50.2553,61.2786,
1,652.14,90.7202,53.1417,62.9509,
1,651.21,91.7656,54.5808,63.6419,
1,650.28,92.0505,54.9868,63.804,
1,649.35,91.8115,54.6405,63.6731,
1,648.42,91.342,54.2834,63.5769,
1,647.48,91.0864,53.8557,63.5565,
1,646.55,90.8521,54.0185,64.2179,
1,645.62,91.4083,55.2963,65.5418,
1,644.69,91.9953,56.0871,66.3458,
1,643.76,92.0867,56.322,66.7988,
1,642.82,92.1499,56.4954,67.2559,
1,641.89,92.1239,56.6269,67.6831,
1,640.96,92.1917,56.7737,68.1136,
1,640.03,92.2996,56.9394,68.444,
1,639.1,92.3603,56.8485,68.5939,
1,638.16,92.3418,56.7991,68.6763,
1,637.23,92.37,56.2655,68.2874,
1,636.3,91.5035,55.2568,67.9094,
1,635.37,91.6012,56.7137,69.7144,
1,634.44,92.6208,58.3345,71.3207,
1,633.51,93.0659,58.8997,72.0223,
1,632.57,93.1794,59.1083,72.5054,
1,631.64,93.2097,59.272,72.9883,
1,630.71,93.3181,59.4401,73.3346,
1,629.78,93.3392,59.3445,73.3577,
1,628.85,93.0722,59.0358,73.2101,
1,627.91,92.9878,59.4624,73.6152,
1,626.98,93.4176,60.2098,74.199,
1,626.05,93.7224,60.5494,74.3726,
1,625.12,93.6293,60.1907,74.0413,
1,624.19,93.0282,60.01,73.7885,
1,623.26,93.1079,60.9674,74.3708,
1,622.32,93.5452,61.8244,74.8646,
1,621.39,93.5763,62.2371,75.0831,
1,620.46,93.4597,62.5801,75.337,
1,619.53,93.3996,62.8234,75.4565,
1,618.6,93.1248,62.2434,74.9602,
1,617.66,91.4383,61.2449,73.8447,
1,616.73,90.4127,62.3578,73.9402,
1,615.8,90.9416,63.7961,74.3603,
1,614.87,91.4031,64.3895,74.2762,
1,613.94,91.8099,64.7875,74.1544,
1,613.01,92.1649,65.2012,74.0285,
1,612.07,92.5001,65.567,73.8694,
1,611.14,92.7316,65.782,73.6425,
1,610.21,92.9143,66.0781,73.5284,
1,609.28,93.1515,66.577,73.653,
1,608.35,93.2887,67.0243,73.7967,
1,607.41,93.1762,67.4894,73.9276,
1,606.48,92.9128,68.0065,74.0699,
1,605.55,92.1435,68.3456,73.9913,
1,604.62,90.6809,68.4938,73.5579,
1,603.69,88.6674,68.4985,72.7817,
