nm    	T%   
585.00 	107.2 
584.00 	106.9 
583.00 	107.0 
582.00 	106.9 
581.00 	106.7 
580.00 	106.7 
579.00 	106.5 
578.00 	106.7 
577.00 	106.6 
576.00 	106.5 
575.00 	106.7 
574.00 	106.4 
573.00 	106.7 
572.00 	106.9 
571.00 	106.8 
570.00 	106.8 
569.00 	106.9 
568.00 	107.1 
567.00 	107.4 
566.00 	107.5 
565.00 	107.3 
564.00 	107.3 
563.00 	107.7 
562.00 	107.9 
561.00 	107.9 
560.00 	108.0 
559.00 	108.1 
558.00 	108.2 
557.00 	108.4 
556.00 	108.1 
555.00 	108.6 
554.00 	108.2 
553.00 	108.0 
552.00 	108.5 
551.00 	108.5 
550.00 	108.7 
549.00 	108.6 
548.00 	108.3 
547.00 	108.6 
546.00 	108.5 
545.00 	108.4 
544.00 	108.3 
543.00 	108.4 
542.00 	108.1 
541.00 	108.0 
540.00 	108.1 
539.00 	108.0 
538.00 	108.2 
537.00 	107.9 
536.00 	108.3 
535.00 	108.4 
534.00 	108.4 
533.00 	108.4 
532.00 	108.5 
531.00 	108.3 
530.00 	108.5 
529.00 	108.6 
528.00 	109.1 
527.00 	108.8 
526.00 	109.1 
525.00 	109.3 
524.00 	109.5 
523.00 	109.7 
522.00 	109.6 
521.00 	109.8 
520.00 	109.8 
519.00 	109.9 
518.00 	109.8 
517.00 	110.1 
516.00 	110.0 
515.00 	109.7 
514.00 	109.8 
513.00 	109.6 
512.00 	109.6 
511.00 	109.8 
510.00 	109.5 
509.00 	109.2 
508.00 	109.4 
507.00 	109.0 
506.00 	109.1 
505.00 	108.6 
504.00 	108.6 
503.00 	108.4 
502.00 	108.3 
501.00 	108.2 
500.00 	108.2 
499.00 	108.2 
498.00 	108.2 
497.00 	107.8 
496.00 	107.9 
495.00 	107.7 
494.00 	108.0 
493.00 	108.0 
492.00 	108.2 
491.00 	107.6 
490.00 	108.1 
489.00 	108.2 
488.00 	108.0 
487.00 	108.2 
486.00 	108.1 
485.00 	108.0 
484.00 	108.2 
483.00 	108.4 
482.00 	108.5 
481.00 	108.4 
480.00 	108.3 
479.00 	108.3 
478.00 	108.6 
477.00 	108.4 
476.00 	108.7 
475.00 	108.3 
474.00 	108.4 
473.00 	108.4 
472.00 	108.4 
471.00 	108.6 
470.00 	108.7 
469.00 	108.3 
468.00 	108.7 
467.00 	109.5 
466.00 	108.6 
465.00 	109.0 
464.00 	109.4 
463.00 	109.3 
462.00 	109.7 
461.00 	109.7 
460.00 	109.8 
459.00 	109.5 
458.00 	110.0 
457.00 	110.2 
456.00 	110.1 
455.00 	110.6 
454.00 	110.6 
453.00 	110.9 
452.00 	111.2 
451.00 	111.1 
450.00 	111.5 
449.00 	111.2 
448.00 	111.7 
447.00 	112.0 
446.00 	112.1 
445.00 	112.6 
444.00 	112.5 
443.00 	113.2 
442.00 	113.5 
441.00 	113.5 
440.00 	114.0 
439.00 	114.1 
438.00 	114.2 
437.00 	114.6 
436.00 	115.2 
435.00 	115.2 
434.00 	115.2 
433.00 	116.2 
432.00 	115.9 
431.00 	115.6 
430.00 	115.4 
429.00 	115.9 
428.00 	116.0 
427.00 	116.0 
426.00 	115.4 
425.00 	115.5 
424.00 	115.6 
423.00 	115.4 
422.00 	116.6 
421.00 	116.6 
420.00 	116.5 
419.00 	116.4 
418.00 	116.3 
417.00 	116.5 
416.00 	116.2 
415.00 	116.1 
414.00 	115.8 
413.00 	115.8 
412.00 	115.5 
411.00 	115.4 
410.00 	115.7 
409.00 	114.9 
408.00 	114.7 
407.00 	115.1 
406.00 	114.6 
405.00 	114.7 
404.00 	114.1 
403.00 	114.0 
402.00 	114.2 
401.00 	114.4 
400.00 	114.4 
399.00 	113.6 
398.00 	113.5 
397.00 	113.0 
396.00 	113.1 
395.00 	112.8 
394.00 	112.5 
393.00 	111.9 
392.00 	111.8 
391.00 	111.1 
390.00 	111.6 
389.00 	110.8 
388.00 	111.4 
387.00 	110.7 
386.00 	110.5 
385.00 	111.3 
384.00 	110.3 
383.00 	110.1 
382.00 	110.1 
381.00 	110.2 
380.00 	110.3 
379.00 	110.1 
378.00 	110.4 
377.00 	109.3 
376.00 	110.2 
375.00 	110.2 
374.00 	109.9 
373.00 	109.2 
372.00 	109.9 
371.00 	109.5 
370.00 	110.0 
369.00 	109.7 
368.00 	109.0 
367.00 	110.2 
366.00 	110.4 
365.00 	109.3 
364.00 	110.0 
363.00 	109.7 
362.00 	109.0 
361.00 	109.3 
360.00 	109.4 
359.00 	109.0 
358.00 	109.3 
357.00 	109.2 
356.00 	109.1 
355.00 	108.9 
354.00 	109.8 
353.00 	108.9 
352.00 	109.6 
351.00 	110.0 
350.00 	109.0 
349.00 	109.0 
348.00 	109.0 
347.00 	109.3 
346.00 	108.2 
345.00 	109.3 
344.00 	108.6 
343.00 	109.3 
342.00 	108.4 
341.00 	108.6 
340.00 	109.0 
339.00 	107.9 
338.00 	108.7 
337.00 	109.0 
336.00 	108.5 
335.00 	108.0 
334.00 	107.6 
333.00 	107.6 
332.00 	108.5 
331.00 	108.7 
330.00 	108.7 
329.00 	108.4 
328.00 	109.0 
327.00 	108.5 
326.00 	108.4 
325.00 	108.6 
324.00 	109.5 
323.00 	109.0 
322.00 	108.8 
321.00 	108.8 
320.00 	109.0 
319.00 	109.1 
318.00 	108.7 
317.00 	109.2 
316.00 	109.0 
315.00 	109.0 
314.00 	109.7 
313.00 	109.1 
312.00 	109.3 
311.00 	109.2 
310.00 	109.2 
309.00 	109.8 
308.00 	109.7 
307.00 	109.1 
306.00 	109.3 
305.00 	109.7 
304.00 	109.3 
303.00 	109.2 
302.00 	109.0 
301.00 	108.7 
300.00 	109.4 
