nm    	T%   
443.00 	110.8 
442.00 	111.5 
441.00 	111.2 
440.00 	111.9 
439.00 	112.5 
438.00 	112.8 
437.00 	113.2 
436.00 	114.1 
435.00 	114.0 
434.00 	114.0 
433.00 	115.4 
432.00 	115.3 
431.00 	115.0 
430.00 	115.2 
429.00 	115.3 
428.00 	115.3 
427.00 	115.6 
426.00 	115.3 
425.00 	115.2 
424.00 	115.4 
423.00 	115.7 
422.00 	115.0 
421.00 	115.3 
420.00 	115.0 
419.00 	114.9 
418.00 	114.3 
417.00 	114.3 
416.00 	113.9 
415.00 	113.8 
414.00 	113.4 
413.00 	113.2 
412.00 	112.8 
411.00 	112.5 
410.00 	112.6 
409.00 	111.7 
408.00 	111.7 
407.00 	112.1 
406.00 	110.9 
405.00 	110.8 
404.00 	110.7 
403.00 	110.2 
402.00 	110.5 
401.00 	110.3 
400.00 	110.3 
399.00 	109.7 
398.00 	109.5 
397.00 	108.9 
396.00 	108.7 
395.00 	108.3 
394.00 	107.9 
393.00 	107.2 
392.00 	107.5 
391.00 	107.1 
390.00 	106.5 
389.00 	106.5 
388.00 	106.5 
387.00 	106.0 
386.00 	105.4 
385.00 	106.3 
384.00 	105.6 
383.00 	105.4 
382.00 	105.7 
381.00 	105.6 
380.00 	105.8 
379.00 	105.7 
378.00 	106.7 
377.00 	105.8 
376.00 	105.6 
375.00 	105.3 
374.00 	105.7 
373.00 	104.8 
372.00 	105.2 
371.00 	105.5 
370.00 	105.7 
369.00 	105.4 
368.00 	105.4 
367.00 	105.2 
366.00 	106.1 
365.00 	105.6 
364.00 	106.1 
363.00 	105.3 
362.00 	105.1 
361.00 	105.7 
360.00 	104.9 
359.00 	105.3 
358.00 	105.9 
357.00 	105.6 
356.00 	105.4 
355.00 	105.3 
354.00 	105.6 
353.00 	105.4 
352.00 	105.4 
351.00 	105.7 
350.00 	105.3 
349.00 	104.7 
348.00 	104.5 
347.00 	105.4 
346.00 	104.2 
345.00 	105.1 
344.00 	104.4 
343.00 	104.5 
342.00 	104.3 
341.00 	105.1 
340.00 	104.6 
339.00 	105.4 
338.00 	104.0 
337.00 	104.5 
336.00 	104.8 
335.00 	104.5 
334.00 	104.4 
333.00 	104.7 
332.00 	104.4 
331.00 	104.4 
330.00 	104.5 
329.00 	104.5 
328.00 	104.9 
327.00 	104.5 
326.00 	104.6 
325.00 	105.0 
324.00 	105.1 
323.00 	105.2 
322.00 	105.0 
321.00 	104.6 
320.00 	104.9 
319.00 	104.7 
318.00 	104.7 
317.00 	105.0 
316.00 	105.0 
315.00 	105.4 
314.00 	105.3 
313.00 	105.2 
312.00 	105.7 
311.00 	105.2 
310.00 	105.7 
309.00 	106.2 
308.00 	105.6 
307.00 	105.6 
306.00 	105.7 
305.00 	105.9 
304.00 	106.0 
303.00 	105.8 
302.00 	105.2 
301.00 	105.8 
300.00 	106.3 
