Labels,MOF90 DMSO Ar 420 nm 400 us Delta OD,
8120.00,3.00654792E-4,
8160.00,-2.03344692E-3,
8200.00,3.03906127E-4,
8240.00,6.93748938E-4,
8280.00,-1.05735625E-3,
8320.00,-1.44962280E-3,
8360.00,-1.45251374E-3,
8400.00,-7.94169755E-5,
8440.00,-1.82026043E-3,
8480.00,-8.62127286E-4,
8520.00,-8.62127286E-4,
8560.00,-2.03175680E-3,
8600.00,1.08414784E-3,
8640.00,-4.76774760E-4,
8680.00,8.89970921E-4,
8720.00,-1.65289687E-3,
8760.00,-2.80869193E-3,
8800.00,-2.42122822E-3,
8840.00,4.99105256E-4,
8880.00,2.05780682E-3,
8920.00,-2.03344715E-3,
8960.00,-1.83460489E-3,
9000.00,-4.74788860E-4,
9040.00,-4.76774760E-4,
9080.00,-2.83125264E-4,
9120.00,6.96491566E-4,
9160.00,1.27840962E-3,
9200.00,-6.68005669E-4,
9240.00,-8.59372522E-5,
9280.00,-2.79501925E-4,
9320.00,1.27861509E-3,
9360.00,-1.45394669E-3,
9400.00,3.06444475E-4,
9440.00,-1.25413015E-3,
9480.00,-4.73797234E-4,
9520.00,-1.44394324E-3,
9560.00,2.64249509E-3,
9600.00,-8.51196382E-5,
9640.00,1.47411111E-3,
9680.00,-2.42309342E-3,
9720.00,6.96054834E-4,
9760.00,6.95122057E-4,
9800.00,3.05190973E-4,
9840.00,-8.51196382E-5,
9880.00,2.05780682E-3,
9920.00,2.05812417E-3,
9960.00,-4.71816689E-4,
1E04,1.47296023E-3,
10040.000,-3.18919052E-3,
10080.000,-8.10716010E-5,
10120.000,-4.75781359E-4,
10160.000,1.47340435E-3,
1.02E04,-1.05613330E-3,
10240.000,-1.24074449E-3,
10280.000,-4.76745772E-4,
10320.000,-8.51487348E-5,
10360.000,1.11537112E-4,
1.04E04,1.86296273E-3,
10440.000,-1.82818633E-3,
10480.000,-1.83780817E-3,
10520.000,-2.79501925E-4,
10560.000,-1.44679483E-3,
1.06E04,1.27920171E-3,
10640.000,1.66830851E-3,
10680.000,-1.82978134E-3,
10720.000,5.00185764E-4,
10760.000,-4.74759901E-4,
1.08E04,-1.06120622E-3,
10840.000,-6.65822648E-4,
10880.000,-4.75781359E-4,
10920.000,-1.44109654E-3,
10960.000,-6.65793777E-4,
1.1E04,-2.87643750E-4,
11040.000,1.12236055E-4,
11080.000,1.86344516E-3,
11120.000,1.47349341E-3,
11160.000,-4.78793227E-4,
1.12E04,1.08499534E-3,
11240.000,8.90699972E-4,
11280.000,-1.25276006E-3,
11320.000,-2.02835118E-3,
11360.000,6.94245799E-4,
1.14E04,-2.80055776E-3,
11440.000,1.08619191E-4,
11480.000,1.07917163E-4,
11520.000,-2.22739554E-3,
11560.000,-8.59770924E-4,
1.16E04,-4.70798812E-4,
11640.000,-1.64680928E-3,
11680.000,1.08531595E-3,
11720.000,-6.74491224E-4,
11760.000,-8.26712130E-5,
1.18E04,8.88479815E-4,
11840.000,-2.80406559E-4,
11880.000,-3.39610898E-3,
11920.000,-1.24607293E-3,
11960.000,-1.05491129E-3,
1.2E04,1.10837653E-4,
12040.000,3.02618952E-4,
12080.000,6.94216753E-4,
12120.000,-8.63263675E-4,
12160.000,1.12992209E-4,
1.22E04,4.98549780E-4,
12240.000,-8.43027665E-5,
12280.000,5.03502553E-4,
12320.000,6.96083822E-4,
12360.000,-8.56287719E-4,
1.24E04,-4.76774760E-4,
12440.000,-8.67935305E-4,
12480.000,-3.57304467E-3,
12520.000,1.08508230E-3,
12560.000,-8.34576786E-5,
1.26E04,-4.73797234E-4,
12640.000,3.06473521E-4,
12680.000,1.10050438E-4,
12720.000,8.92618147E-4,
12760.000,6.96520496E-4,
1.28E04,-8.60905042E-4,
12840.000,5.00768772E-4,
12880.000,2.64295982E-3,
12920.000,2.25311751E-3,
12960.000,-6.65851752E-4,
1.3E04,8.89970921E-4,
13040.000,1.08590080E-4,
13080.000,-6.67947636E-4,
13120.000,2.05798005E-3,
13160.000,1.47361134E-3,
1.32E04,-1.44254835E-3,
13240.000,3.22931167E-3,
13280.000,-8.58608750E-4,
13320.000,4.98578767E-4,
13360.000,1.47316791E-3,
1.34E04,6.94684160E-4,
13440.000,-8.64488073E-4,
13480.000,1.10866720E-4,
13520.000,8.89649440E-4,
13560.000,-1.82978157E-3,
1.36E04,3.05803493E-4,
13640.000,-4.71816689E-4,
13680.000,1.47293112E-3,
13720.000,-1.05363259E-3,
13760.000,1.47340435E-3,
1.38E04,3.05861497E-4,
13840.000,1.08414784E-3,
13880.000,-2.81688501E-3,
13920.000,-6.64747087E-4,
13960.000,4.96322697E-4,
1.4E04,3.04577814E-4,
14040.000,8.90321156E-4,
14080.000,3.07113951E-4,
14120.000,-2.04019551E-3,
14160.000,1.08648295E-4,
1.42E04,2.44848873E-3,
14240.000,-1.25678699E-3,
14280.000,-8.02294744E-5,
14320.000,6.93748938E-4,
14360.000,1.86296261E-3,
1.44E04,1.08212268E-3,
14440.000,1.08648295E-4,
14480.000,4.98578767E-4,
14520.000,3.03935201E-4,
14560.000,-1.24874408E-3,
1.46E04,3.01300432E-4,
14640.000,4.97437199E-4,
14680.000,4.97408211E-4,
14720.000,-6.70134497E-4,
14760.000,-1.05744333E-3,
1.48E04,-1.25816057E-3,
14840.000,1.27879146E-3,
14880.000,4.99134301E-4,
14920.000,-1.44679495E-3,
14960.000,3.07113834E-4,
1.5E04,1.08505331E-3,
15040.000,1.08274003E-3,
15080.000,-2.80406559E-4,
15120.000,-6.72296504E-4,
15160.000,4.97964618E-4,
1.52E04,6.94655115E-4,
15240.000,-8.65568232E-4,
15280.000,6.92812027E-4,
15320.000,1.47390494E-3,
15360.000,-8.27002659E-5,
1.54E04,-2.79472821E-4,
15440.000,-1.83297647E-3,
15480.000,-2.62287911E-3,
15520.000,-2.82218301E-4,
15560.000,-1.06114789E-3,
1.56E04,-4.75781359E-4,
15640.000,2.44909967E-3,
15680.000,-6.65822648E-4,
15720.000,-2.84033158E-4,
15760.000,-8.53999634E-4,
1.58E04,-1.83777930E-3,
15840.000,4.98520734E-4,
15880.000,1.27669994E-3,
15920.000,6.96549600E-4,
15960.000,-4.73768305E-4,
1.6E04,1.14444701E-4,
16040.000,-2.22561834E-3,
16080.000,-1.44109654E-3,
16120.000,8.89240589E-4,
16160.000,2.44753086E-3,
1.62E04,1.08385517E-3,
16240.000,5.00739785E-4,
16280.000,-8.50905490E-5,
16320.000,-1.06117711E-3,
16360.000,-8.62127286E-4,
1.64E04,-1.44679495E-3,
16440.000,-2.41567125E-3,
16480.000,2.64133536E-3,
16520.000,-4.70798812E-4,
16560.000,-8.59799795E-4,
1.66E04,1.47378724E-3,
16640.000,1.08388427E-3,
16680.000,1.07858927E-4,
16720.000,-1.63617916E-3,
16760.000,-2.78598076E-4,
1.68E04,-8.58579879E-4,
16840.000,-2.82218301E-4,
16880.000,6.95151102E-4,
16920.000,6.92841131E-4,
16960.000,1.06452921E-4,
1.7E04,2.05821055E-3,
17040.000,-8.60963191E-4,
17080.000,8.89591407E-4,
17120.000,-3.00867390E-3,
17160.000,1.27840950E-3,
1.72E04,-6.69084140E-4,
17240.000,-1.05366146E-3,
17280.000,-1.84420357E-3,
17320.000,-8.67264753E-5,
17360.000,2.05861521E-3,
1.74E04,1.86350220E-3,
17440.000,-2.78569147E-4,
17480.000,1.66809326E-3,
17520.000,-1.45105307E-3,
17560.000,3.01945460E-4,
1.76E04,-1.44531031E-3,
17640.000,-3.78322741E-3,
17680.000,-6.66928128E-4,
17720.000,8.86542897E-4,
17760.000,-8.42738082E-5,
1.78E04,1.27899670E-3,
17840.000,2.05809530E-3,
17880.000,1.86304701E-3,
17920.000,4.99105256E-4,
17960.000,6.93748938E-4,
1.8E04,-3.38924094E-3,
18040.000,-1.83620595E-3,
18080.000,1.66827778E-3,
18120.000,8.90379131E-4,
18160.000,-6.77688688E-4,
1.82E04,5.02979907E-4,
18240.000,-2.02164496E-3,
18280.000,-2.77666113E-4,
18320.000,1.07859036E-4,
18360.000,-2.79502070E-4,
1.84E04,8.89240589E-4,
18440.000,1.08531595E-3,
18480.000,6.97944197E-4,
18520.000,8.89591407E-4,
18560.000,3.22596566E-3,
1.86E04,-1.25281815E-3,
18640.000,1.11537222E-4,
18680.000,1.08444027E-3,
18720.000,-1.64377352E-3,
18760.000,1.66827778E-3,
1.88E04,-4.75810462E-4,
18840.000,1.66833913E-3,
18880.000,1.66849035E-3,
18920.000,-6.63672457E-4,
18960.000,-4.36328817E-3,
1.9E04,3.03291919E-4,
19040.000,-2.63462914E-3,
19080.000,-8.62127286E-4,
19120.000,3.03262816E-4,
19160.000,2.44753086E-3,
1.92E04,-1.44539762E-3,
19240.000,8.90757947E-4,
19280.000,-2.74990831E-4,
19320.000,-2.02835095E-3,
19360.000,4.99689369E-4,
1.94E04,-8.43028902E-5,
19440.000,-1.44394324E-3,
19480.000,1.66822132E-3,
19520.000,3.01974505E-4,
19560.000,1.10079513E-4,
1.96E04,-1.06114813E-3,
19640.000,1.05661609E-4,
19680.000,-4.72806511E-4,
19720.000,-4.72777581E-4,
19760.000,-4.71816689E-4,
1.98E04,1.27899670E-3,
19840.000,1.47340435E-3,
19880.000,1.47328619E-3,
19920.000,2.44724122E-3,
19960.000,1.66827778E-3,
2E04,1.47248525E-3,
20040.000,-1.44679495E-3,
20080.000,1.27899670E-3,
20120.000,8.86954193E-4,
20160.000,-2.21846788E-3,
2.02E04,1.08414784E-3,
20240.000,1.27882045E-3,
20280.000,-1.25941914E-3,
20320.000,1.08388427E-3,
20360.000,1.47411111E-3,
2.04E04,-6.72296330E-4,
20440.000,1.27796875E-3,
20480.000,4.39299643E-3,
20520.000,-6.67976739E-4,
20560.000,-2.79501925E-4,
2.06E04,8.88098963E-4,
20640.000,1.06452921E-4,
20680.000,8.89970921E-4,
20720.000,5.01875416E-4,
20760.000,-4.77769034E-4,
2.08E04,1.08329812E-3,
20840.000,-8.60905042E-4,
20880.000,1.86336017E-3,
20920.000,-8.57476669E-4,
20960.000,8.86160298E-4,
2.1E04,-6.71244052E-4,
21040.000,1.47343334E-3,
21080.000,1.09378663E-4,
21120.000,-8.64429981E-4,
21160.000,1.86299032E-3,
2.12E04,1.86316180E-3,
21240.000,-8.66765680E-4,
21280.000,-4.70798812E-4,
21320.000,6.95617695E-4,
21360.000,-8.65626324E-4,
2.14E04,8.88098963E-4,
21440.000,1.27820380E-3,
21480.000,1.47331529E-3,
21520.000,-6.70134672E-4,
21560.000,-2.83974980E-4,
2.16E04,-2.80055776E-3,
21640.000,1.13718888E-4,
21680.000,1.86327414E-3,
21720.000,-6.75546355E-4,
21760.000,2.44750176E-3,
2.18E04,5.00214810E-4,
21840.000,-3.20023415E-3,
21880.000,8.90408119E-4,
21920.000,1.08619191E-4,
21960.000,4.98549780E-4,
2.2E04,8.89999908E-4,
22040.000,1.47399353E-3,
22080.000,2.64168298E-3,
22120.000,-8.59770924E-4,
22160.000,1.10108595E-4,
2.22E04,4.97437199E-4,
22240.000,3.00683954E-4,
22280.000,4.95706510E-4,
22320.000,3.04548827E-4,
22360.000,1.86336017E-3,
2.24E04,4.99105256E-4,
22440.000,-1.05738535E-3,
22480.000,-1.44251948E-3,
22520.000,2.25190283E-3,
22560.000,-4.73768305E-4,
2.26E04,1.08476134E-3,
22640.000,1.07888045E-4,
22680.000,-1.82659237E-3,
22720.000,-8.64459143E-4,
22760.000,3.42180207E-3,
2.28E04,-8.10426936E-5,
22840.000,6.97973068E-4,
22880.000,-1.05869654E-3,
22920.000,1.47366931E-3,
22960.000,1.27899670E-3,
2.3E04,1.08300464E-3,
23040.000,1.47375814E-3,
23080.000,-8.67555937E-5,
23120.000,1.66827778E-3,
23160.000,5.00185764E-4,
2.32E04,-4.70798812E-4,
23240.000,3.04548827E-4,
23280.000,4.99660324E-4,
23320.000,6.92812027E-4,
23360.000,6.91403460E-4,
2.34E04,1.66834064E-3,
23440.000,4.97964618E-4,
23480.000,8.89999908E-4,
23520.000,1.08326902E-3,
23560.000,2.05737539E-3,
2.36E04,1.86333107E-3,
23640.000,-2.79501925E-4,
23680.000,1.86324632E-3,
23720.000,2.83955550E-3,
23760.000,3.00037762E-4,
2.38E04,3.02868476E-3,
23840.000,-8.60963017E-4,
23880.000,2.25381390E-3,
23920.000,-6.70105568E-4,
23960.000,3.01945460E-4,
2.4E04,8.88069859E-4,
24040.000,8.86542839E-4,
24080.000,-1.06243358E-3,
24120.000,-8.67906143E-4,
24160.000,-4.76774760E-4,
2.42E04,1.27920171E-3,
24240.000,-1.06117711E-3,
24280.000,-2.75862520E-4,
24320.000,8.88860319E-4,
24360.000,1.08353316E-3,
2.44E04,1.27799786E-3,
24440.000,-8.34866223E-5,
24480.000,-4.68823739E-4,
24520.000,-6.74462062E-4,
24560.000,1.86316052E-3,
2.46E04,6.92812027E-4,
24640.000,1.05719817E-4,
24680.000,1.08473247E-3,
24720.000,1.08241697E-3,
24760.000,-2.80406559E-4,
2.48E04,2.25329120E-3,
24840.000,1.47340435E-3,
24880.000,-1.06492091E-3,
24920.000,2.25216267E-3,
24960.000,1.08444027E-3,
2.5E04,2.83711101E-3,
25040.000,-4.72835585E-4,
25080.000,8.88479815E-4,
25120.000,-1.24874408E-3,
25160.000,-4.71816689E-4,
2.52E04,1.08385517E-3,
25240.000,1.47414010E-3,
25280.000,2.05823965E-3,
25320.000,-8.18565313E-5,
25360.000,3.22733121E-3,
2.54E04,-8.66736693E-4,
25440.000,4.98520676E-4,
25480.000,1.66818732E-3,
25520.000,6.94684160E-4,
25560.000,-2.03511026E-3,
2.56E04,-2.81370129E-4,
25640.000,2.05749017E-3,
25680.000,-8.83944886E-5,
25720.000,-8.59372522E-5,
25760.000,8.88098904E-4,
2.58E04,4.99660207E-4,
25840.000,1.86333107E-3,
25880.000,-4.78735048E-4,
25920.000,-4.72835585E-4,
25960.000,1.86310499E-3,
2.6E04,-2.76763923E-4,
26040.000,5.01293340E-4,
26080.000,1.08359125E-3,
26120.000,1.27776258E-3,
26160.000,6.96054834E-4,
2.62E04,2.05823965E-3,
26240.000,3.03935201E-4,
26280.000,3.04548827E-4,
26320.000,-6.68005669E-4,
26360.000,1.08329812E-3,
2.64E04,-6.70192589E-4,
26440.000,1.27820380E-3,
26480.000,6.93280657E-4,
26520.000,-1.24871521E-3,
26560.000,1.27861509E-3,
2.66E04,2.05809530E-3,
26640.000,1.08209357E-3,
26680.000,1.66836975E-3,
26720.000,2.05841311E-3,
26760.000,-6.71214948E-4,
2.68E04,2.64458987E-3,
26840.000,1.27840962E-3,
26880.000,-8.62127461E-4,
26920.000,-1.05366169E-3,
26960.000,3.22800060E-3,
2.7E04,-6.74462062E-4,
27040.000,1.47361134E-3,
27080.000,2.05783593E-3,
27120.000,8.89562420E-4,
27160.000,2.44493107E-3,
2.72E04,-1.05995056E-3,
27240.000,-6.70134497E-4,
27280.000,1.08619191E-4,
27320.000,3.03510460E-3,
27360.000,2.44819815E-3,
2.74E04,2.25216267E-3,
27440.000,2.05922453E-3,
27480.000,-2.82218301E-4,
27520.000,6.95588649E-4,
27560.000,1.27937761E-3,
2.76E04,-4.83753422E-4,
27640.000,1.08446926E-3,
27680.000,1.27817469E-3,
27720.000,1.09378663E-4,
27760.000,1.66824867E-3,
2.78E04,2.44880863E-3,
27840.000,1.08123838E-3,
27880.000,5.00797818E-4,
27920.000,-6.74462062E-4,
27960.000,-1.24874408E-3,
2.8E04,-8.65568232E-4,
28040.000,1.86333235E-3,
28080.000,-1.05992169E-3,
28120.000,-7.94169755E-5,
28160.000,1.27779169E-3,
2.82E04,5.01875416E-4,
28240.000,3.03510460E-3,
28280.000,2.05766293E-3,
28320.000,2.05783593E-3,
28360.000,-2.61308230E-3,
2.84E04,1.13021240E-4,
28440.000,-3.39613762E-3,
28480.000,1.08444027E-3,
28520.000,1.66812574E-3,
28560.000,-2.81341025E-4,
2.86E04,-8.59799969E-4,
28640.000,5.01875300E-4,
28680.000,3.01358610E-4,
28720.000,1.27882045E-3,
28760.000,8.88069859E-4,
2.88E04,6.93748938E-4,
28840.000,6.93251670E-4,
28880.000,-6.71244052E-4,
28920.000,-1.25813147E-3,
28960.000,-8.43027665E-5,
2.9E04,1.47422845E-3,
29040.000,8.88831331E-4,
29080.000,1.66827778E-3,
29120.000,-4.75752226E-4,
29160.000,-3.20460764E-3,
2.92E04,8.89269577E-4,
29240.000,1.86287716E-3,
29280.000,-2.22917390E-3,
29320.000,1.08417694E-3,
29360.000,3.01300432E-4,
2.94E04,-1.44394301E-3,
29440.000,-1.83938316E-3,
29480.000,-8.67555937E-5,
29520.000,3.03291832E-4,
29560.000,-8.66794784E-4,
2.96E04,-3.20463651E-3,
29640.000,-8.34576786E-5,
29680.000,3.01974505E-4,
29720.000,1.86318951E-3,
29760.000,1.66831003E-3,
2.98E04,8.87688657E-4,
29840.000,3.22332839E-3,
29880.000,-1.44965190E-3,
29920.000,-1.05363259E-3,
29960.000,-1.44676585E-3,
3E04,-1.64071412E-3,
30040.000,-8.18855697E-5,
30080.000,4.98549780E-4,
30120.000,1.08473247E-3,
30160.000,3.02618952E-4,
3.02E04,-1.06489193E-3,
30240.000,3.00683867E-4,
30280.000,6.91432622E-4,
30320.000,8.89240589E-4,
30360.000,-1.06372032E-3,
3.04E04,-1.24604383E-3,
30440.000,3.80497542E-3,
30480.000,6.94655115E-4,
30520.000,1.47434580E-3,
30560.000,-2.61890865E-3,
3.06E04,4.95793822E-4,
30640.000,8.91107484E-4,
30680.000,2.83615361E-3,
30720.000,-8.57418752E-4,
30760.000,1.08476146E-3,
3.08E04,2.25242274E-3,
30840.000,2.25285674E-3,
30880.000,1.66843238E-3,
30920.000,4.97993722E-4,
30960.000,-2.83096248E-4,
3.1E04,1.27899670E-3,
31040.000,1.86316180E-3,
31080.000,6.93280657E-4,
31120.000,2.05749017E-3,
31160.000,3.42637952E-3,
3.12E04,8.89970921E-4,
31240.000,2.83757574E-3,
31280.000,1.66843238E-3,
31320.000,1.08297553E-3,
31360.000,-2.03172769E-3,
3.14E04,4.96880210E-4,
31440.000,-8.26712130E-5,
31480.000,1.08209357E-3,
31520.000,1.27817469E-3,
31560.000,-1.64835807E-3,
3.16E04,1.08359125E-3,
31640.000,2.44880863E-3,
31680.000,1.10779627E-4,
31720.000,-4.76774760E-4,
31760.000,2.44692271E-3,
3.18E04,-2.83096248E-4,
31840.000,3.04548827E-4,
31880.000,1.47340435E-3,
31920.000,-2.80406559E-4,
31960.000,4.96293593E-4,
3.2E04,2.25279853E-3,
32040.000,3.61796049E-3,
32080.000,1.27820380E-3,
32120.000,1.47352240E-3,
32160.000,-2.22920324E-3,
3.22E04,1.28042814E-3,
32240.000,1.86321849E-3,
32280.000,-8.34576786E-5,
32320.000,1.08385517E-3,
32360.000,5.00214752E-4,
3.24E04,-6.71244052E-4,
32440.000,1.27879146E-3,
32480.000,1.08414784E-3,
32520.000,-2.23627570E-3,
32560.000,2.44912878E-3,
3.26E04,1.66852528E-3,
32640.000,-8.71479104E-4,
32680.000,-1.64225767E-3,
32720.000,-8.64429807E-4,
32760.000,8.90350202E-4,
3.28E04,2.05774885E-3,
32840.000,4.01393929E-3,
32880.000,-1.05989270E-3,
32920.000,1.66834064E-3,
32960.000,1.66846288E-3,
3.3E04,1.27734977E-3,
33040.000,-8.66794784E-4,
33080.000,4.39421646E-3,
33120.000,-1.25950633E-3,
33160.000,-2.24166992E-3,
3.32E04,2.25236476E-3,
33240.000,1.03487444E-4,
33280.000,1.08417694E-3,
33320.000,2.05751904E-3,
33360.000,5.01293340E-4,
3.34E04,1.27879146E-3,
33440.000,2.44787894E-3,
33480.000,-8.65626324E-4,
33520.000,1.66834227E-3,
33560.000,2.44657556E-3,
3.36E04,2.83612474E-3,
33640.000,1.27861509E-3,
33680.000,-9.08582369E-5,
33720.000,-4.82753909E-4,
33760.000,1.27899670E-3,
3.38E04,2.83906003E-3,
33840.000,-1.44825177E-3,
33880.000,-4.75752371E-4,
33920.000,6.95151102E-4,
33960.000,1.86313270E-3,
3.4E04,4.97408211E-4,
34040.000,1.09378663E-4,
34080.000,-1.25008158E-3,
34120.000,8.91107542E-4,
34160.000,3.05832538E-4,
3.42E04,-6.69084140E-4,
34240.000,2.44721211E-3,
34280.000,-6.71244052E-4,
34320.000,1.86316052E-3,
34360.000,3.07142880E-4,
3.44E04,-6.71244052E-4,
34440.000,3.05190973E-4,
34480.000,5.00768831E-4,
34520.000,1.86341722E-3,
34560.000,-1.24874408E-3,
3.46E04,2.05841311E-3,
34640.000,4.99134359E-4,
34680.000,-1.25678699E-3,
34720.000,-6.67976739E-4,
34760.000,1.08534493E-3,
3.48E04,-2.79501925E-4,
34840.000,1.66840188E-3,
34880.000,3.01945372E-4,
34920.000,1.66843238E-3,
34960.000,8.88918468E-4,
3.5E04,6.91815279E-4,
35040.000,1.08441128E-3,
35080.000,1.27835141E-3,
35120.000,6.96083822E-4,
35160.000,6.95122057E-4,
3.52E04,-8.92150420E-5,
35240.000,2.64453166E-3,
35280.000,6.92783040E-4,
35320.000,3.00037675E-4,
35360.000,2.25282763E-3,
3.54E04,4.96322755E-4,
35440.000,-8.59373758E-5,
35480.000,2.05838401E-3,
35520.000,-8.51196382E-5,
35560.000,-2.81283050E-4,
3.56E04,1.08329812E-3,
