EM wavelength,EX wavelength,A1c/R1c
720,455,77225.22179
725,455,58443.21565
730,455,40524.17993
735,455,27064.69137
740,455,18594.88972
745,455,12838.96919
750,455,9500.57977
630,460,26029.34477
635,460,60041.19511
640,460,151707.33255
645,460,263736.79472
650,460,297125.41293
655,460,260799.88007
660,460,202611.05939
665,460,144209.87479
670,460,100096.85055
675,460,72677.9742
680,460,59499.36832
685,460,53426.41218
690,460,50647.02177
695,460,53489.73803
700,460,62195.73624
705,460,72800.28819
710,460,80579.46441
715,460,82625.44792
720,460,73264.9805
725,460,54952.45354
730,460,37543.7575
735,460,25325.47843
740,460,16759.20252
745,460,11441.19307
750,460,8033.78691
630,465,26470.22472
635,465,60677.73964
640,465,152508.36565
645,465,263529.9784
650,465,296831.17195
655,465,260885.32198
660,465,203157.38356
665,465,144299.35547
670,465,98575.17322
675,465,70563.4761
680,465,56759.62326
685,465,51035.16679
690,465,49064.40649
695,465,51618.67506
700,465,60925.97905
705,465,71785.30245
710,465,79426.53099
715,465,82151.48312
720,465,72700.04753
725,465,54082.83363
730,465,36910.98189
735,465,24309.32997
740,465,16365.18283
745,465,10741.64165
750,465,7627.28096
630,470,28506.13016
635,470,66619.78034
640,470,169913.97053
645,470,294774.32249
650,470,330522.60921
655,470,289457.39034
660,470,223695.52513
665,470,158776.82189
670,470,108176.71973
675,470,76306.46347
680,470,61325.5071
685,470,54646.51477
690,470,52668.67165
695,470,56064.27075
700,470,66769.7037
705,470,78682.12156
710,470,88309.92187
715,470,90914.80085
720,470,79877.71623
725,470,59556.68459
730,470,40632.76039
735,470,26538.78671
740,470,17380.71505
745,470,11768.93487
750,470,7951.5739
630,475,34182.76894
635,475,82784.3609
640,475,213824.17081
645,475,369311.73773
650,475,413967.84176
655,475,360781.52652
660,475,278925.00566
665,475,197373.42528
670,475,132946.91877
675,475,93998.82335
680,475,75354.73166
685,475,66726.60891
690,475,64752.1326
695,475,68587.74545
700,475,81936.99168
705,475,97953.0699
710,475,109565.74585
715,475,113099.46269
720,475,100169.48886
725,475,74788.19907
730,475,50106.47506
735,475,32608.49537
740,475,21195.86976
745,475,13969.23736
750,475,9442.6209
630,480,39047.1729
635,480,97694.71543
640,480,253845.18702
645,480,433458.85822
650,480,482729.4961
655,480,420062.59726
660,480,325426.54713
665,480,231739.48864
670,480,156307.10591
675,480,112269.77819
680,480,88476.19772
685,480,79017.53004
690,480,75935.30943
695,480,81360.78875
700,480,97203.18807
705,480,117267.11528
710,480,130502.52754
715,480,134889.55867
720,480,119489.84757
725,480,89117.18454
730,480,59890.76475
735,480,39053.91773
740,480,25382.8679
745,480,16309.23426
750,480,10827.02858
630,485,40432.47499
635,485,101995.77831
640,485,263039.88577
645,485,452002.80863
650,485,502536.47304
655,485,439252.00821
660,485,339624.50313
665,485,241158.02998
670,485,162454.34458
675,485,115196.46171
680,485,91829.43235
685,485,81918.32735
690,485,79092.02185
695,485,84091.99517
700,485,101374.9439
705,485,120970.36988
710,485,135875.53108
715,485,140890.79367
720,485,124400.24655
725,485,92464.12947
730,485,62101.24173
735,485,39923.52447
740,485,25737.43061
745,485,16780.59596
750,485,11315.81879
630,490,42144.66109
635,490,105596.21815
640,490,272800.74412
645,490,467081.90383
650,490,517437.98148
655,490,452449.28868
660,490,351309.25898
665,490,248374.43902
670,490,169050.73008
675,490,119307.42687
680,490,95310.52367
685,490,84621.47727
690,490,81385.56525
695,490,86995.6279
700,490,104788.36536
705,490,125646.73907
710,490,141261.56191
715,490,145077.28712
720,490,128244.71084
725,490,95034.87519
730,490,64623.33285
735,490,41802.58289
740,490,26871.06549
745,490,17216.43276
750,490,11524.22014
630,495,49968.04588
635,495,128810.07297
640,495,331387.05672
645,495,562335.54178
650,495,621346.73061
655,495,543381.50199
660,495,422965.72048
665,495,301749.65554
670,495,205188.37086
675,495,145411.72215
680,495,115867.03402
685,495,103125.08788
690,495,99805.03311
695,495,106625.40771
700,495,129055.51287
705,495,154477.12476
710,495,173079.71162
715,495,178333.91323
720,495,158370.04508
725,495,117788.0181
730,495,79523.30667
735,495,51558.06808
740,495,32940.02445
745,495,21150.36637
750,495,14059.34457
630,500,70728.74529
635,500,188836.64612
640,500,483229.3851
645,500,797933.2195
650,500,874371.81185
655,500,769317.14903
660,500,607010.16447
665,500,440107.03898
670,500,301726.77539
675,500,215743.9407
680,500,172682.18375
685,500,153504.65785
690,500,148722.80936
695,500,159826.01932
700,500,192167.51391
705,500,230121.37727
710,500,258407.33576
715,500,266581.09805
720,500,235825.17385
725,500,176596.88623
730,500,119366.44373
735,500,76685.08337
740,500,49059.49784
745,500,31653.54344
750,500,20917.25998
630,505,95642.18617
635,505,262668.46468
640,505,656967.2195
645,505,1042770
650,505,1129690
655,505,1007600
660,505,810909.33563
665,505,599148.52228
670,505,417406.21227
675,505,301763.87954
680,505,242225.37554
685,505,216887.28492
690,505,209330.98217
695,505,224638.72516
700,505,270752.96455
705,505,323399.00053
710,505,361489.0972
715,505,373152.98934
720,505,331357.38387
725,505,248475.83577
730,505,169507.37448
735,505,110100.11661
740,505,70545.30407
745,505,45039.65189
750,505,29709.22473
630,510,119258.67829
635,510,329486.37874
640,510,801398.10502
645,510,1233280
650,510,1323740
655,510,1193960
660,510,977986.55243
665,510,733962.01838
670,510,520613.27788
675,510,378404.61642
680,510,303669.2705
685,510,273380.81259
690,510,264967.96876
695,510,284449.21865
700,510,341695.75821
705,510,406873.02262
710,510,452181.90572
715,510,468015.0213
720,510,416284.41284
725,510,315946.44629
730,510,215629.71965
735,510,140052.01951
740,510,89768.15431
745,510,58211.07849
750,510,38125.92713
630,515,127044.6579
635,515,350266.98957
640,515,847701.88007
645,515,1289580
650,515,1382690
655,515,1250580
660,515,1029060
665,515,778348.29818
670,515,551795.9126
675,515,403341.87255
680,515,325887.44466
685,515,292954.65906
690,515,283820.4748
695,515,304711.2691
700,515,364584.59552
705,515,433412.04205
710,515,482214.16622
715,515,498990.73139
720,515,444340.5247
725,515,338227.71771
730,515,230513.00858
735,515,150049.82014
740,515,96951.69226
745,515,61900.15232
750,515,41236.72574
630,520,115232.467
635,520,316789.99761
640,520,778439.33771
645,520,1208250
650,520,1303790
655,520,1174130
660,520,960688.98896
665,520,715096.24585
670,520,503692.56123
675,520,365310.15201
680,520,294207.14206
685,520,264086.39944
690,520,255543.49609
695,520,274833.21712
700,520,329259.72384
705,520,391509.23073
710,520,438463.43905
715,520,452486.58455
720,520,402586.57053
725,520,303939.75684
730,520,207851.66118
735,520,134685.13646
740,520,86514.86082
745,520,55446.32347
750,520,36723.09523
630,525,87158.10075
635,525,239058.18104
640,525,601664.82469
645,525,975876.71639
650,525,1064740
655,525,950792.16326
660,525,758849.95595
665,525,556156.71165
670,525,383815.50261
675,525,275658.63979
680,525,220437.63357
685,525,196226.90375
690,525,190136.52868
695,525,203264.58744
700,525,246120.51545
705,525,293326.44771
710,525,326439.4202
715,525,337687.43034
720,525,300644.91381
725,525,225007.41561
730,525,152965.15432
735,525,98390.10204
740,525,62923.82705
745,525,40396.16136
750,525,26934.96048
630,530,60856.82504
635,530,160083.76811
640,530,414676.87594
645,530,698106.35424
650,530,774015.42896
655,530,683611.0611
660,530,536927.11084
665,530,383953.11034
670,530,260457.20524
675,530,184116.43926
680,530,146445.08484
685,530,130070.77546
690,530,125240.08169
695,530,134121.59567
700,530,162199.98376
705,530,193616.98974
710,530,217166.55977
715,530,224389.99998
720,530,197972.11147
725,530,147532.23331
730,530,99802.02918
735,530,65116.68361
740,530,41099.78421
745,530,26785.05928
750,530,17688.24116
630,535,50422.86019
635,535,132165.89863
640,535,341954.53193
645,535,587759.84985
650,535,653553.31298
655,535,574526.17617
660,535,448453.10669
665,535,316294.21527
670,535,213964.10813
675,535,150538.21717
680,535,119416.43956
685,535,106618.71411
690,535,102067.68589
695,535,109758.1755
700,535,131662.98245
705,535,157373.69819
710,535,175902.93742
715,535,181755.03407
720,535,159755.59427
725,535,119428.93417
730,535,80899.29524
735,535,51786.27719
740,535,33065.3885
745,535,21140.09835
750,535,14195.34022
630,540,58762.26231
635,540,158332.03435
640,540,412313.78902
645,540,694952.44309
650,540,771359.69007
655,540,680200.03181
660,540,530693.92039
665,540,377989.26895
670,540,255331.89021
675,540,181064.34997
680,540,144100.52475
685,540,128361.29289
690,540,123425.7014
695,540,131639.7349
700,540,158588.31002
705,540,188858.51079
710,540,212550.69107
715,540,219143.58809
720,540,193109.32032
725,540,143612.23623
730,540,97017.06805
735,540,62775.57303
740,540,40343.27127
745,540,25805.89263
750,540,17208.94666
630,545,73278.34084
635,545,200429.10775
640,545,518942.75629
645,545,861758.12137
650,545,948562.09293
655,545,838667.57919
660,545,662108.81057
665,545,475496.93151
670,545,324577.33355
675,545,230372.25029
680,545,183717.51484
685,545,164033.33588
690,545,157785.15794
695,545,168393.96755
700,545,202588.35934
705,545,241697.38003
710,545,271528.00198
715,545,280950.21903
720,545,248230.36447
725,545,185266.83334
730,545,124463.51087
735,545,80228.0193
740,545,51765.08692
745,545,33279.6791
750,545,21858.44013
630,550,78396.86158
635,550,217711.5382
640,550,557823.491
645,550,923863.81566
650,550,1015630
655,550,896926.83689
660,550,707137.82528
665,550,510534.59997
670,550,350016.34791
675,550,248646.05453
680,550,198747.71853
685,550,176501.19878
690,550,170230.47666
695,550,182751.04149
700,550,219353.70588
705,550,262468.40186
710,550,293306.37354
715,550,303202.68561
720,550,268932.8562
725,550,200668.93958
730,550,135618.72515
735,550,87261.88191
740,550,56103.28091
745,550,35885.07679
750,550,23962.5848
630,555,66782.27464
635,555,183731.69405
640,555,477534.43902
645,555,803744.17233
650,555,884148.69553
655,555,775031.4229
660,555,606337.24681
665,555,434452.21384
670,555,296048.17369
675,555,210913.5315
680,555,167000.0951
685,555,149159.41016
690,555,144734.77207
695,555,153895.69279
700,555,185510.80398
705,555,220856.14916
710,555,247159.1359
715,555,256090.65446
720,555,226926.9074
725,555,167991.84735
730,555,114270.55506
735,555,72816.27391
740,555,47115.79658
745,555,30403.86398
750,555,20091.18829
630,560,46398.01816
635,560,123911.08734
640,560,324465.19634
645,560,560418.63584
650,560,622277.58649
655,560,540468.22829
660,560,416743.49831
665,560,294094.96467
670,560,198973.5757
675,560,141961.29239
680,560,112945.19209
685,560,99861.94475
690,560,96533.56285
695,560,102953.63752
700,560,123734.18102
705,560,147285.62862
710,560,164930.99561
715,560,171612.57078
720,560,149939.47994
725,560,110966.91357
730,560,75124.68614
735,560,48337.11758
740,560,31212.09792
745,560,20105.7089
750,560,13379.37254
630,565,30988.4117
635,565,76865.15099
640,565,199440.18973
645,565,352160.31135
650,565,392436.83696
655,565,339284.75006
660,565,259307.20634
665,565,183282.68734
670,565,123834.62612
675,565,87973.13844
680,565,70760.90686
685,565,62283.41904
690,565,58878.19084
695,565,63384.16426
700,565,75595.56724
705,565,89625.99943
710,565,100104.04226
715,565,103258.18132
720,565,90656.42341
725,565,67536.02544
730,565,45446.35037
735,565,29617.97709
740,565,18881.17446
745,565,12506.6973
750,565,8159.85818
630,570,25743.35613
635,570,62500.45658
640,570,162372.52965
645,570,286273.41823
650,570,318806.35653
655,570,272870.97628
660,570,209013.89068
665,570,147532.04845
670,570,100002.24042
675,570,71327.97204
680,570,57454.34263
685,570,50679.25673
690,570,48840.61078
695,570,51477.45395
700,570,61548.90379
705,570,72951.18509
710,570,80690.89603
715,570,83931.80074
720,570,73345.68072
725,570,54222.56003
730,570,36914.84375
735,570,23922.16401
740,570,15377.08444
745,570,10217.02966
750,570,7030.70791
630,575,29304.2446
635,575,76169.51357
640,575,198973.98941
645,575,348727.33967
650,575,385931.71085
655,575,328168.16548
660,575,250293.24436
665,575,176004.0457
670,575,120095.46723
675,575,86458.46366
680,575,68945.53356
685,575,61962.21279
690,575,59497.00171
695,575,63186.66473
700,575,75199.32842
705,575,89783.11403
710,575,100614.65403
715,575,103655.41702
720,575,91538.17557
725,575,66902.84281
730,575,45756.28435
735,575,29401.91533
740,575,18754.0681
745,575,12227.07605
750,575,8334.86521
630,580,41140.62118
635,580,111831.12839
640,580,297884.81179
645,580,516960.826
650,580,568050.66419
655,580,484881.75845
660,580,368562.90923
665,580,259847.36834
670,580,177509.4243
675,580,127502.13894
680,580,101882.40982
685,580,91324.91098
690,580,87939.3807
695,580,94133.58338
700,580,113073.52659
705,580,135765.11775
710,580,151855.42295
715,580,157141.77695
720,580,138339.95713
725,580,102737.07392
730,580,68524.7773
735,580,43914.85183
740,580,28537.78497
745,580,18546.46396
750,580,12543.55215
630,585,54668.47979
635,585,153824.92308
640,585,411353.62778
645,585,704190.04727
650,585,771029.87052
655,585,663400.55218
660,585,508009.13058
665,585,360853.14286
670,585,245902.87388
675,585,176439.84518
680,585,141847.75503
685,585,126782.14845
690,585,122273.68751
695,585,130794.46355
700,585,157439.4902
705,585,189832.75016
710,585,212910.54199
715,585,220366.97305
720,585,193638.57059
725,585,143232.36401
730,585,96115.21147
735,585,61657.55031
740,585,39477.45282
745,585,25739.7884
750,585,16960.45883
630,590,57530.81318
635,590,163005.9857
640,590,436622.36792
645,590,751410.76152
650,590,826179.80366
655,590,714023.17381
660,590,547121.46729
665,590,387592.97413
670,590,263839.26688
675,590,187830.82537
680,590,150967.47987
685,590,135090.34695
690,590,130364.89291
695,590,139977.56489
700,590,169127.14995
705,590,201090.98632
710,590,224528.47767
715,590,232968.61301
720,590,205450.13504
725,590,151459.20679
730,590,102696.3712
735,590,65751.88223
740,590,42100.30915
745,590,26833.94016
750,590,17952.47562
630,595,49770.06401
635,595,140763.03448
640,595,380690.03897
645,595,662646.27571
650,595,738764.1514
655,595,640699.41375
660,595,491081.14239
665,595,345006.91217
670,595,233019.99367
675,595,164864.68875
680,595,130581.24514
685,595,116041.64293
690,595,112996.40836
695,595,120111.00472
700,595,144866.66715
705,595,174543.57407
710,595,195135.83497
715,595,201113.86851
720,595,178042.0328
725,595,131235.19799
730,595,88158.40894
735,595,57121.83029
740,595,36778.80643
745,595,23145.43816
750,595,15417.48728
630,600,36383.97826
635,600,101796.52765
640,600,276515.40042
645,600,492369.33947
650,600,552315.37646
655,600,482681.13348
660,600,369519.45062
665,600,257830.97654
670,600,172882.17558
675,600,121110.09954
680,600,94674.43111
685,600,84518.43557
690,600,81467.16103
695,600,86828.66448
700,600,105103.12094
705,600,125090.18373
710,600,140329.3514
715,600,144465.50605
720,600,127818.25241
725,600,94567.33562
730,600,63408.15345
735,600,41234.30789
740,600,26286.1883
745,600,17057.098
750,600,11305.83155
630,605,25230.51508
635,605,69563.35747
640,605,187353.92165
645,605,336206.33663
650,605,380534.15213
655,605,334148.24894
660,605,256183.35645
665,605,177918.29261
670,605,118023.05557
675,605,82960.67215
680,605,65695.78658
685,605,57913.27034
690,605,56108.93055
695,605,59357.99381
700,605,71131.12713
705,605,84916.2767
710,605,94774.06906
715,605,97824.30856
720,605,86486.03784
725,605,63721.08261
730,605,43214.22967
735,605,28123.08448
740,605,18153.495
745,605,11720.23594
750,605,8073.52653
630,610,16943.24506
635,610,45892.47306
640,610,123089.44423
645,610,221578.56193
650,610,253169.99109
655,610,221887.6817
660,610,169539.74168
665,610,118259.89152
670,610,78947.04259
675,610,55373.79892
680,610,43750.19887
685,610,38448.50412
690,610,37225.60089
695,610,39709.98757
700,610,47194.26785
705,610,56040.81474
710,610,62719.88043
715,610,64039.98807
720,610,55994.66653
725,610,42117.59015
730,610,27685.86265
735,610,18071.89201
740,610,12011.52607
745,610,7778.69171
750,610,5371.05972
630,615,12014.37136
635,615,29525.36237
640,615,78193.19123
645,615,141457.32084
650,615,160765.52535
655,615,143513.10944
660,615,109585.54464
665,615,76226.46933
670,615,51010.79273
675,615,36554.47554
680,615,29307.36283
685,615,25889.16309
690,615,24310.66853
695,615,25611.15751
700,615,30831.77639
705,615,36045.84378
710,615,39421.64331
715,615,40819.16584
720,615,36124.99525
725,615,26947.49207
730,615,18312.95487
735,615,11979.37998
740,615,7878.82727
745,615,5171.08448
750,615,3722.49338
630,620,12109.10781
635,620,23156.21051
640,620,60777.84895
645,620,109066.38952
650,620,125299.7717
655,620,109338.05813
660,620,84325.84262
665,620,59014.75538
670,620,39202.14152
675,620,28440.93658
680,620,22747.70057
685,620,19831.68612
690,620,19399.64823
695,620,20168.37958
700,620,23793.61871
705,620,27511.68547
710,620,30756.49407
715,620,31670.21334
720,620,27983.63474
725,620,21074.53839
730,620,14296.73695
735,620,9235.41231
740,620,6232.73403
745,620,4171.62651
750,620,3095.18519
